business_id,name,address,city,state,postal_code,latitude,longitude,stars,review_count,is_open,attributes.ByAppointmentOnly,attributes.BusinessAcceptsCreditCards,attributes.BikeParking,attributes.RestaurantsPriceRange2,attributes.CoatCheck,attributes.RestaurantsTakeOut,attributes.RestaurantsDelivery,attributes.Caters,attributes.WiFi,attributes.BusinessParking,attributes.WheelchairAccessible,attributes.HappyHour,attributes.OutdoorSeating,attributes.HasTV,attributes.RestaurantsReservations,attributes.DogsAllowed,attributes.Alcohol,attributes.GoodForKids,attributes.RestaurantsAttire,attributes.Ambience,attributes.RestaurantsTableService,attributes.RestaurantsGoodForGroups,attributes.DriveThru,attributes.NoiseLevel,attributes.GoodForMeal,attributes.BusinessAcceptsBitcoin,attributes.Smoking,attributes.Music,attributes.GoodForDancing,attributes.AcceptsInsurance,attributes.BestNights,attributes.BYOB,attributes.Corkage,attributes.BYOBCorkage,attributes.HairSpecializesIn,attributes.Open24Hours,attributes.RestaurantsCounterService,attributes.AgesAllowed,attributes.DietaryRestrictions,categories
VlWRH24coePpojejYX25Ag,Santa Barbara Tennis Club,2375 Foothill Rd,Santa Barbara,CA,93105,34.44581,-119.70702,4,5,1,NA,NA,TRUE,NA,NA,NA,NA,NA,NA,{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False},NA,NA,NA,NA,NA,FALSE,NA,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1MwCF9XN-ayo9sQcQhCdpg,Outfooters,136 S Hope Ave,Santa Barbara,CA,93105,34.43702,-119.74823,3,5,0,NA,TRUE,NA,2,NA,NA,NA,NA,NA,{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False},NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
dUbzFYa573N7etOXrv5pUg,The Koto Group,,Santa Barbara,CA,93150,34.44,-119.63,1.5,34,1,FALSE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Home Services, Real Estate, Property Management"
_K4wZTeVvtEfddcPWwa5WQ,"Valeska Barney, DDS","4141 State St, Ste E7",Santa Barbara,CA,93110,34.43937,-119.76156,4.5,6,1,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dentists, Health & Medical, Oral Surgeons, Endodontists, Pediatric Dentists, General Dentistry"
JXfiGIxcbKoi1l_Zoc9xzg,Ruth Ann Bowe - Village Properties,1436 State St,Santa Barbara,CA,93101,34.42601,-119.70753,5,8,1,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Real Estate Services, Real Estate, Real Estate Agents, Home Services"
Gj6qT1khVT0h0gHGuKeHxQ,Rice Garden,"1180 University Ctr, Bldg 252",Santa Barbara,CA,93106,34.41497,-119.84052,3.5,5,0,NA,TRUE,NA,1,NA,TRUE,FALSE,NA,u'paid',{'garage': False, 'street': False, 'validated': True, 'lot': False, 'valet': False},NA,NA,TRUE,FALSE,FALSE,NA,u'none',TRUE,u'casual',{'romantic': False, 'intimate': False, 'touristy': False, 'hipster': False, 'divey': False, 'classy': False, 'trendy': False, 'upscale': False, 'casual': False},NA,TRUE,NA,u'average',NA,NA,NA,NA
tiSIiacOzflrMMwJEXVFIA,Dunkin',3771 State St,Santa Barbara,CA,93105,34.44029,-119.74577,3,93,0,NA,TRUE,TRUE,1,NA,TRUE,None,TRUE,'free',{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False},TRUE,NA,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,None,u'average',NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2GiqDUNiTt5__ixRbzbqFw,Santa Barbara Harbor & Seafood Festival,141-153 Harbor Way,Santa Barbara,CA,93109,34.40352,-119.69383,4.5,22,1,NA,FALSE,TRUE,1,NA,None,None,FALSE,'no',{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False},NA,NA,None,TRUE,FALSE,NA,NA,TRUE,'casual',{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': False},FALSE,TRUE,NA,u'loud',{'dessert': False, 'latenight': False, 'lunch': True, 'dinner': False
kAGknILVe6xCv9a2uc5JHw,Subway,1009 Casitas Pass Rd,Carpinteria,CA,93013,34.39614,-119.51427,2,25,1,NA,TRUE,TRUE,1,NA,TRUE,TRUE,TRUE,'no',{'garage': False, 'street': True, 'validated': False, 'lot': True, 'valet': False},TRUE,NA,TRUE,FALSE,FALSE,NA,'none',TRUE,'casual',{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': False},FALSE,TRUE,NA,'average',{'dessert': False, 'latenight': False, 'lunch': False, 'dinner': False
6m4A_ciUZn1G302yx1YV1w,Santa Barbara Public Market,38 W Victoria St,Santa Barbara,CA,93101,34.42361,-119.70691,4,270,1,FALSE,TRUE,TRUE,2,NA,None,None,FALSE,NA,{'garage': True, 'street': False, 'validated': False, 'lot': False, 'valet': False},TRUE,NA,FALSE,FALSE,FALSE,FALSE,u'beer_and_wine',TRUE,'casual',NA,NA,TRUE,NA,u'average',{'dessert': False, 'latenight': False, 'lunch': False, 'dinner': False, 'brunch': False, 'breakfast': False},NA,NA,NA,NA,NA,NA
T6hd8GrA8chqmy7dt3l_Lw,Pearl Bay,912 De La Vina St,Santa Barbara,CA,93101,34.41938,-119.70295,5,10,1,FALSE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Home Inspectors, Home Decor, Contractors, Roofing, Damage Restoration, Shopping, Home Services, Public Services & Government, Home & Garden"
3TtUXEH7-spv0A1-eqHTHA,Appellation Wine Tours,,Santa Barbara,CA,93101,34.42033,-119.71075,5,46,1,NA,NA,NA,NA,NA,NA,NA,NA,u'free',NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Tasting Classes, Education, Wine Tasting Classes, Hotels & Travel, Tours, Wine Tours"
2CqQ3Tnvj7h0rw84WEEjMw,Killer B's BBQ Bar and Grill,718 State St,Santa Barbara,CA,93101,34.41921,-119.69843,4,191,0,NA,TRUE,TRUE,2,NA,TRUE,FALSE,TRUE,u'free',{'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False},NA,NA,TRUE,TRUE,TRUE,NA,u'full_bar',TRUE,u'casual',{'romantic': False, 'intimate': False, 'touristy': False, 'hipster': False, 'divey': False, 'classy': False, 'trendy': False, 'upscale': False, 'casual': True},NA,TRUE,NA,u'average',NA,NA,NA,{'dj': False
eanjvgtX8b-m_zgkO0YBDg,Tamara's Catering,22 W Mission St,Santa Barbara,CA,93101,34.4305,-119.71564,4.5,19,1,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Caterers, Food, Event Planning & Services"
wtEgueguwMSfHsmuFnS42w,Bryant & Sons,812 State St,Santa Barbara,CA,93101,34.42016,-119.69984,4,36,1,FALSE,TRUE,TRUE,4,NA,NA,NA,NA,NA,{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False},NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
QvhFvOAnOEtd6dy61BnC9A,"Marc H Bienstock, DDS, MD",9 E Pedregosa St,Santa Barbara,CA,93101,34.43042,-119.71331,5,18,1,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dentists, Oral Surgeons, Health & Medical, Doctors, General Dentistry"
iFlEWAwE1MwcXREzgLNIsQ,Pick Up Stix,5701 Calle Real,Goleta,CA,93117,34.44077,-119.82355,3.5,8,0,NA,TRUE,NA,1,NA,TRUE,FALSE,NA,NA,{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False},NA,NA,TRUE,NA,FALSE,NA,NA,TRUE,u'casual',NA,NA,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
S4wbWBuZARsaswLDfByAJQ,The Shade Store,635 State St,Santa Barbara,CA,93101,34.41847,-119.69809,4.5,10,1,FALSE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Home Services, Shades & Blinds"
9xDOquEskrcoo_K-AkaQrg,Jennifer Henry - The Acupuncture Lady,1815 State St,Santa Barbara,CA,93101,34.42923,-119.71285,4.5,13,1,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Traditional Chinese Medicine, Acupuncture, Health & Medical"
kcL3D2xK9_1Uyj8zRZMyvQ,CVS Pharmacy,2973 State St,Santa Barbara,CA,93105,34.43957,-119.72787,2,66,1,NA,TRUE,TRUE,2,NA,FALSE,TRUE,NA,NA,{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False},TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
c12V0ARL6jmrmge1ZPf9WA,Ralphs Fresh Fare,100 W Carrillo St,Santa Barbara,CA,93101,34.41995,-119.70418,2,112,1,NA,TRUE,TRUE,2,NA,TRUE,NA,FALSE,NA,{u'valet': False, u'garage': True, u'street': False, u'lot': True, u'validated': False},NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
uXQPXEamcmGQcGyHJoQ8rA,Carpinteria Surf 'N' Suds Beer Festival,Carpinteria State Beach,Carpinteria,CA,93013,34.40038,-119.52039,5,10,1,NA,TRUE,TRUE,1,NA,FALSE,TRUE,FALSE,NA,{'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False},NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
FlmRcGv-PrBuRlnv20p_lw,Tina's Salon,201 S Milpas St,Santa Barbara,CA,93103,34.41993,-119.67584,3.5,106,1,FALSE,TRUE,TRUE,2,NA,NA,NA,NA,NA,{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False},NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
z9Hwugqo1VIn2v0C0JfiSA,Bickford Larry OD,"3324 State St, Ste J",Santa Barbara,CA,93105,34.4407,-119.73522,3.5,6,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Optometrists, Health & Medical"
lNqjfEdHh2zuNArHJWaqbg,Le Reve Organic Day  Spa & Boutique,21 W Gutierrez St,Santa Barbara,CA,93101,34.4151,-119.69471,4,97,1,FALSE,TRUE,TRUE,3,NA,NA,NA,NA,u'free',{'garage': False, 'street': True, 'validated': False, 'lot': True, 'valet': False},TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,NA,NA,NA,NA,NA,NA
dkknmgSHWyVaahT8u4ikZw,Catering Connection,"512 Laguna St, Ste A",Santa Barbara,CA,93101,34.42172,-119.69117,5,48,1,NA,TRUE,NA,NA,NA,NA,NA,NA,u'no',NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Caterers, Event Planning & Services, Food, Specialty Food, Party & Event Planning, Wedding Planning"
KSYONgGtrK0nKXfroB-bwg,Loquita,202 State St,Santa Barbara,CA,93101,34.4142,-119.69164,4.5,914,1,NA,TRUE,TRUE,3,FALSE,None,None,TRUE,u'no',{'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': True},TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,u'full_bar',FALSE,u'casual',{'touristy': False, 'hipster': False, 'romantic': True, 'divey': False, 'intimate': False, 'trendy': True, 'upscale': False, 'classy': True, 'casual': False},TRUE,TRUE,NA,u'average',{'dessert': None, 'latenight': False, 'lunch': False, 'dinner': True
Qfb1ZgV43eHTZeR4x5fAUA,Verd鑼?532 State St,Santa Barbara,CA,93101,34.41748,-119.69606,3,8,0,NA,TRUE,NA,NA,NA,TRUE,FALSE,TRUE,u'free',{'garage': True, 'street': False, 'validated': False, 'lot': False, 'valet': False},NA,TRUE,TRUE,TRUE,TRUE,NA,u'full_bar',TRUE,u'casual',{'romantic': False, 'intimate': False, 'touristy': False, 'hipster': False, 'divey': False, 'classy': True, 'trendy': False, 'upscale': False, 'casual': False},NA,TRUE,NA,u'average',NA,NA,NA,NA,
piCcIWfygu2z2ym2As3VPg,A-American Self Storage,"1 N Calle Cesar Chavez, Ste 120",Santa Barbara,CA,93103,34.41796,-119.68341,4,14,1,NA,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Local Services, Self Storage"
uAoNCSFNybnz_9-xzLL1Tw,ARCO,1935 State St,Santa Barbara,CA,93101,34.43044,-119.71477,2,17,1,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Automotive, Gas Stations"
GuzbBFraIq-fbkjfvaTRvg,Mesa Verde,1919 Cliff Dr,Santa Barbara,CA,93109,34.40135,-119.72308,4.5,1796,1,NA,TRUE,TRUE,2,NA,TRUE,FALSE,FALSE,u'free',{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False},TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,u'beer_and_wine',TRUE,u'casual',{'touristy': False, 'hipster': False, 'romantic': False, 'divey': False, 'intimate': False, 'trendy': False, 'upscale': False, 'classy': True, 'casual': True},TRUE,TRUE,NA,u'average',{u'breakfast': False, u'brunch': None, u'lunch': True, u'dinner': True
A-_GjL5P2ry5OD6WgjhDPA,Captain Fatty's Brewery,"6489 Calle Real, Ste D",Goleta,CA,93117,34.43935,-119.85162,4.5,110,1,NA,TRUE,TRUE,1,NA,TRUE,TRUE,FALSE,NA,{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False},TRUE,NA,NA,NA,NA,TRUE,NA,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
xnHscNRBOXYdiBifcVa4eA,Sol Seek Yoga Studio,25 E De La Guerra St,Santa Barbara,CA,93101,34.42058,-119.69892,4.5,63,1,FALSE,TRUE,TRUE,NA,NA,NA,NA,NA,NA,{'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False},TRUE,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
383ud1JzCtmjkhYBk5msjQ,Santa Barbara Smiles,"1412 San Andres St, Ste D",Santa Barbara,CA,93101,34.41823,-119.71516,4.5,9,1,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dentists, Oral Surgeons, Cosmetic Dentists, Health & Medical, Orthodontists, General Dentistry"
S_dw8B_N8sZHxxdBlsUC_g,Lawson & Fisher Chiropractic,25 E Arrellaga St,Santa Barbara,CA,93101,34.42798,-119.709,5,17,1,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Health & Medical, Diagnostic Imaging, Chiropractors, Diagnostic Services, Fitness & Instruction, Active Life, Gyms, Massage Therapy"
ODvaMIpjD6bHiwQ9-kmECw,Vices & Spices From Around the World,3558 State St,Santa Barbara,CA,93105,34.44049,-119.73988,4.5,81,1,NA,TRUE,TRUE,1,NA,TRUE,NA,FALSE,u'no',{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False},NA,NA,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
qSSmaL8cAs0b_Ti1-eCJlg,Smog-It,502 E Haley St,Santa Barbara,CA,93103,34.42209,-119.68955,3,41,1,FALSE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Smog Check Stations, Auto Repair, Automotive"
2BhLkfT2Yd5R27aJFAnp2A,Contented Cat,1016 E Montecito St,Santa Barbara,CA,93103,34.42581,-119.68104,3.5,10,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Pets, Pet Services, Pet Sitting"
HZtw3xIXu7DEpyZXECNG4A,Barricade Pest Control,,Santa Barbara,CA,93121,34.42,-119.7,5,8,1,FALSE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Local Services, Pest Control"
cmm6BmxVPcwcAOC9gQxT0g,Giessinger Winery By the Sea,210 State St,Santa Barbara,CA,93101,34.41418,-119.69187,3,93,0,FALSE,TRUE,TRUE,2,NA,FALSE,NA,NA,NA,{'garage': False, 'street': True, 'validated': False, 'lot': True, 'valet': False},NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
OoaF0LkGfG7bDQPnq68kpg,Hope Ranch Apartments,3999 Via Lucero,Santa Barbara,CA,93110,34.44161,-119.75499,3,11,1,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Home Services, Apartments, Real Estate"
VAZKktsNjkBx56jL0SrlWA,Mission Pool Tables & Games,"26 W Mission St, Ste 1",Santa Barbara,CA,93101,34.42064,-119.70722,4,7,1,FALSE,TRUE,TRUE,3,NA,NA,NA,NA,NA,None,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Furniture Stores, Tabletop Games, Antiques, Pool & Billiards, Home & Garden, Hobby Shops, Shopping"
LszNNWHn3YiQ0XEtXOkaRA,"Walter C Dukes, DDS","1809 Cliff Dr, Ste D",Santa Barbara,CA,93109,34.40101,-119.72061,5,27,1,TRUE,TRUE,NA,NA,NA,NA,NA,NA,u'free',NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,"General Dentistry, Dentists, Health & Medical, Oral Surgeons, Cosmetic Dentists"
z60bso_vtRiKL3H2SJyzUw,Med Center,2954 State St,Santa Barbara,CA,93105,34.44057,-119.72664,2,126,1,FALSE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Family Practice, Doctors, Urgent Care, Medical Centers, Health & Medical"
xkS_mRHVHuX0ko6kVIyBdA,Masala Spice Indian Cuisine,5796 Calle Real,Goleta,CA,93117,34.44167,-119.82576,4,245,1,NA,TRUE,TRUE,2,NA,TRUE,TRUE,TRUE,u'free',{'garage': False, 'street': True, 'validated': False, 'lot': True, 'valet': False},TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,u'beer_and_wine',NA,u'casual',{u'divey': False, u'hipster': False, u'casual': True, u'touristy': None, u'trendy': None, u'intimate': None, u'romantic': None, u'classy': None, u'upscale': None},TRUE,TRUE,NA,u'quiet',{'dessert': None, 'latenight': None, 'lunch': None, 'dinner': True
piu_XxmLEgW2mZXn0FNyuA,Charming Nails,1824 Cliff Dr,Santa Barbara,CA,93109,34.40172,-119.72127,3,49,1,FALSE,TRUE,TRUE,2,NA,NA,NA,NA,NA,{'garage': False, 'street': True, 'validated': False, 'lot': True, 'valet': False},NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
B3dzK9OqrT_sN0FNQs_OgQ,Spiritland Bistro,230 E Victoria St,Santa Barbara,CA,93101,34.42713,-119.70243,4,51,0,NA,TRUE,NA,2,NA,TRUE,FALSE,FALSE,u'no',{'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False},NA,NA,TRUE,FALSE,TRUE,NA,'beer_and_wine',FALSE,'casual',{'romantic': False, 'intimate': False, 'touristy': False, 'hipster': False, 'divey': False, 'classy': False, 'trendy': False, 'upscale': False, 'casual': False},TRUE,FALSE,NA,u'quiet',NA,NA,NA,NA
MHX8CzZoD3_vCU7Hfw-Hlg,California Lemon Festival,7050 Phelps Rd,Goleta,CA,93117,34.42578,-119.87412,2.5,6,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Festivals, Arts & Entertainment"
jvYlYQ5Ib8M4nD7oIcuQ-A,Yardi Systems,,Goleta,CA,93117,34.43276,-119.84428,1.5,6,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Professional Services, Software Development"
9_uigKs9GCwg9dFKkq_Kfg,Starbucks,800 State St,Santa Barbara,CA,93101,34.4199,-119.69952,2.5,74,0,NA,TRUE,TRUE,1,NA,TRUE,NA,FALSE,u'free',{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False},NA,NA,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CzNJ4xs9Laka3_NI3vGXqQ,Santa Barbara Skin Institute,2921 De La Vina St,Santa Barbara,CA,93105,34.43782,-119.72772,3.5,22,1,TRUE,TRUE,NA,NA,NA,NA,NA,NA,u'free',NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Health & Medical, Dermatologists, Doctors"
FcsYtk59MxoL9hlMES8EbA,Brighton Collectibles,809 State St,Santa Barbara,CA,93101,34.41975,-119.69992,3.5,10,0,FALSE,TRUE,NA,3,NA,NA,NA,NA,NA,{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False},NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
laJhK_hLlJONxsIjgVDN7A,Trigo-Tronics Computer/Smartphone Repair,"6529 Trigo Rd, Ste B",Goleta,CA,93117,34.41104,-119.85508,4,5,1,NA,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Local Services, IT Services & Computer Repair, Mobile Phone Repair"
vyNMRa4U9gnrCzqR707GZA,Back Door Deli,315 Camino Del Remedio,Santa Barbara,CA,93110,34.44416,-119.78065,4,6,0,NA,TRUE,NA,1,NA,TRUE,FALSE,NA,'no',{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False},NA,NA,None,TRUE,FALSE,NA,NA,TRUE,'casual',{'touristy': False, 'hipster': False, 'romantic': False, 'divey': False, 'intimate': False, 'trendy': False, 'upscale': False, 'classy': False, 'casual': False},NA,TRUE,NA,NA,{'dessert': False, 'latenight': False, 'lunch': False, 'dinner': False
uM3OgfBBEnjl2YVU3isA_g,Kims Market,4060 Via Real,Carpinteria,CA,93013,34.40625,-119.53693,3.5,19,1,NA,TRUE,TRUE,1,NA,TRUE,NA,FALSE,NA,{'garage': True, 'street': False, 'validated': False, 'lot': True, 'valet': False},TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
#NAME?,SB Turf & Landscape,205 Las Ondas,Santa Barbara,CA,93109,34.3996,-119.70679,5,6,1,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Landscaping, Home Services, Masonry/Concrete, Artificial Turf"
GaAZLzmviiJO93kT2-EnaA,Walgreens,5900 Calle Real,Goleta,CA,93117,34.4417,-119.82812,1.5,72,1,FALSE,TRUE,TRUE,2,NA,TRUE,FALSE,FALSE,u'no',{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False},NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
