"","business_id","name","address","city","state","postal_code","latitude","longitude","stars","review_count","is_open","attributes.WiFi","attributes.WheelchairAccessible","attributes.DogsAllowed","attributes.Alcohol","attributes.GoodForKids","attributes.RestaurantsGoodForGroups"
"23696","u-jf3uVYAsEwAsiVQf5clg","Sunrise Restaurant","7500 Ulmerton Rd","Largo","FL","33771","27.89365"," -82.74148","4.0","  40","1","u'free'"," 'street': False","False","False","False","True"
"23698","gcLHVHLDOozjllD-yiAnlQ","Samaria Cafe","502 N Tampa St","Tampa","FL","33602","27.94829"," -82.45952","4.0"," 379","1","u'free'"," 'street': True","False","True","True","True"
"23723","","","","","","","","","","","","","","","","",""
"23726","WDOj-hThjMeNt6lbz1753w","Firehouse Grill & Pub","8814 N 56th St","Tampa","FL","33617","28.02980"," -82.39384","3.5","  53","1","'no'"," 'street': False","True","True","True","False"
"23757","x8djQAyYn5L-E5lgqRAq-w","Joto Thai-Sushi","310 S Dale Mabry Hwy","Tampa","FL","33609","27.94180"," -82.50526","4.0"," 111","0","u'no'"," 'street': True","True","False","True","True"
"23759","UOS2Ef_7g4GX1M11xe_hkQ","Woody's Famous Salads","1722 S Dale Mabry Hwy","Tampa","FL","33629","27.92788"," -82.50556","4.5"," 101","1","u'no'"," 'street': False","False","True","False","True"
"23768","15:0-21:0","15:0-21:0","15:0-21:0","12:0-22:0","13:0-18:0","12:0-18:0","","","","","","","","","","",""
"23776","16:0-23:0","16:0-23:0","16:0-23:0","16:0-1:0","12:0-1:0","12:0-23:0","","","","","","","","","","",""
"23794","SvDyTNMMznMKt_W1IQ1v6Q","Miller's Ale House","3860 W Columbus Dr","Tampa","FL","33607","27.96644"," -82.50936","3.5"," 194","1","'free'"," 'street': False","True","True","True","True"
"23795","11:0-0:0","11:0-0:0","11:0-21:0","11:0-2:0","11:0-0:0","","","","","","","","","","","",""
"23833","P1TG4sxkbfSERyVsg3iUtQ","Engine Rose","2901 Central Ave","Saint Petersburg","FL","33713","27.77134"," -82.67293","4.0","  84","0","'no'"," 'street': False","True","True","True","True"
"23834","17:0-23:0","17:0-23:0","17:0-0:0","10:0-0:0","10:0-22:0","","","","","","","","","","","",""
"23843","4_-EWwIZ0oCtjCzTEGMNAQ","Marina Cantina","25 Causeway Blvd","Clearwater Beach","FL","33767","27.97676"," -82.82657","4.0"," 447","1","u'no'"," 'street': True","True","True","True","True"
"23858","16:0-21:0","16:0-21:0","16:0-21:0","10:0-21:0","10:0-21:0","","","","","","","","","","","",""
"23863","17:0-1:0","17:0-3:0","17:0-3:0","12:0-3:0","12:0-1:0","","","","","","","","","","","",""
"23870","VszpqEug1SY_TARbN6eROw","Broke N Bored Grill","35 182nd Ave W","Redington Shores","FL","33708","27.83341"," -82.83396","4.5"," 455","1","u'free'"," 'street': True","False","True","True","True"
"23884","17:0-0:0","17:0-0:0","17:0-0:0","17:0-0:0","17:0-0:0","","","","","","","","","","","",""
"23887","GmlgfKkyeSlk6C39aLwS3w","Ban Thai and Sushi Restaurant","2519 N McMullen Booth Rd, Ste 505","Clearwater","FL","33761","28.01295"," -82.70828","4.0"," 204","1","u'no'"," 'street': False","True","True","True","True"
"23889","z2Sf3r41ItkjB6Xjcd6fGw","Toast","7121 State Rd 54","New Port Richey","FL","34653","28.21821"," -82.69664","4.5"," 252","1","u'no'"," 'street': False","False","True","True","True"
"23895","","","","","","","","","","","","","","","","",""
"23896","-mpK4taJ2aEhqdC7DjxUnQ","Beef 'O' Brady's","14851 State Rd 52","Hudson","FL","34669","28.33082"," -82.57152","2.5","  41","1","'no'"," 'street': False","True","True","True","True"
"23897","11:0-22:0","11:0-22:0","11:0-23:0","11:0-23:0","11:0-22:0","","","","","","","","","","","",""
"23902","IDXLt6-LwcJTIFtKRJhW3g","OTB Delight Café","4839 Bruce B Downs Blvd","Wesley Chapel","FL","33544","28.22716"," -82.35304","4.0"," 153","0","u'free'"," 'street': False","False","True","False","True"
"23924","2oJEZAxMIt9dGwap1r6xAg","Hamburger Mary's","1600 E 7th Ave","Tampa","FL","33605","27.96059"," -82.44137","3.5"," 269","0","u'free'"," 'street': True","True","True","True","False"
"23927","YCqc4n0-S0k5myHs2s7Aew","Holy Hog Barbecue","302 E Kennedy Blvd","Tampa","FL","33602","27.94806"," -82.45763","3.5"," 263","0","u'free'"," 'street': True","True","True","True","True"
"23933","EF5Fpofz71Fo_UqUpZUYBQ","Grand Hacienda","4393 Gulf Blvd","Saint Pete Beach","FL","33706","27.71841"," -82.73894","4.0"," 233","1","u'free'"," 'street': False","True","None","True","True"
"23937","11:30-22:0","11:30-22:0","11:30-0:0","11:30-0:0","11:30-22:0","","","","","","","","","","","",""
"23947","N3kOzF1phNSJYFe8SiCloQ","Spice Kitchen","11653 Countryway Blvd","Tampa","FL","33626","28.06975"," -82.62976","4.5"," 232","1","u'free'"," 'street': False","True","True","False","True"
"23953","","","","","","","","","","","","","","","","",""
"23963","3ApMOxGydPvzqjPbtOo4FA","Al's Famous Pizza","11931 Curley St","San Antonio","FL","33576","28.33147"," -82.27452","4.0","  65","1","u'free'"," 'street': False","False","True","True","True"
"23966","","","","","","","","","","","","","","","","",""
"23971","jsxcfruVNhmoG3f9xGpv2Q","Taste Of Boston","1944 Bruce B Downs Blvd","Wesley Chapel","FL","33544","28.18532"," -82.35072","3.0","  40","0","u'no'"," 'street': False","True","False","True","True"
"23982","","","","","","","","","","","","","","","","",""
"24028","DorCmYVDR5wcCVvbCAvzEg","Fred's Market","6501 US Hwy 301 S","Riverview","FL","33578","27.88644"," -82.33073","4.5"," 606","1","u'free'"," 'street': False","False","None","False","True"
"24039","XGcFMGXMqfIiQufrkbveaQ","IHOP","7800 Ulmerton Rd","LARGO","FL","33771","27.89394"," -82.74629","3.0","  46","1","'free'"," 'street': False","False","False","False","True"
"24046","11:30-0:0","11:30-0:0","11:30-0:0","15:0-1:0","11:30-2:0","10:0-0:0","","","","","","","","","","",""
"24059","fxV5Iv7goPEUz-AReRLxkw","Hofbräuhaus","123 4th St S","St Petersburg","FL","33701","27.76972"," -82.63881","3.5"," 562","0","u'free'"," 'street': True","True","True","True","True"
"24086","1B6S6XDoX1fWnQI0_K1b1Q","CW's Gin Joint","633 N Franklin St","Tampa","FL","33602","27.94939"," -82.45845","4.0"," 311","1","'free'"," 'street': True","True","None","False","False"
"24107","RsZFGqDyTUk9kEJzVLWHdQ","Marlin Darlin Key West Grill","2819 W Bay Dr","Belleair Bluffs","FL","33770","27.91724"," -82.81814","3.5"," 207","0","u'no'"," 'street': False","True","True","True","True"
"24111","QyMpPd5eJCZLzuj-v-sLYQ","Restoration Cafe","38 N Fort Harrison Ave","Clearwater","FL","33755","27.96673"," -82.80006","5.0","  18","1","u'free'","True","True","u'none'","True"," 'romantic': False"
"24115","RfgC18JxAHdYi61wPMHkgA","Brewburgers","5861 54th Ave N","Kenneth City","FL","33709","27.82144"," -82.71364","3.5","  54","1","u'free'"," 'street': False","True","True","True","True"
"24116","11:30-22:0","11:30-22:0","11:30-22:0","11:30-22:0","11:30-20:0","","","","","","","","","","","",""
"24124","9f5GXEeTvBWnrZ-AHEjgJQ","The Original Crabby Bills","401 Gulf Blvd","Indian Rocks Beach","FL","33785","27.88277"," -82.85019","4.0","1144","1","u'free'"," 'street': True","True","True","True","True"
"24132","6_SuJJPfWJ-CfaSL8YOgyQ","Salem's Fresh Eats","903 W Brandon Blvd","Brandon","FL","33511","27.93728"," -82.29714","3.0","  99","1","'free'"," 'street': False","False","False","True","True"
"24139","1KJ-RZPlWo_wLA_VJpSR-A","Slice Pizzeria & Wing House","5831 S Dale Mabry Hwy","Tampa","FL","33611","27.88222"," -82.50714","4.0"," 100","1","'free'"," 'street': False","False","False","True","True"
"24140","5LiLyIyj08vMAfLnXa8AEA","Art of Sushi","1163 Dr Martin Luther King Jr St N","Saint Petersburg","FL","33701","27.78371"," -82.64666","3.0","  56","0","u'free'"," 'street': False","True","True","True","True"
"24182","BzqHs2CkUw8VoE-NY8hTtQ","Sushi Kabuki","10801 Starkey Rd, Ste 18","Seminole","FL","33772","27.87120"," -82.76140","4.5"," 136","1","'free'"," 'street': False","False","False","True","True"
"24189","","","","","","","","","","","","","","","","",""
"24190","4YuwWse2kGDy-zB8phvyiA","The Brown Boxer Southbeach","741 Bayway Blvd","Clearwater","FL","33767","27.96668"," -82.82318","3.5","  85","1","'free'"," 'street': False","True","True","True","True"
"24219","8qhSEJ27l14Uv3Bger4eVQ","Grille 54","11935 Sheldon Rd","Tampa","FL","33626","28.05712"," -82.58214","3.5"," 329","0","u'free'"," 'street': False","True","True","True","True"
"24233","ZipdU0bO04CUDZFP1Hj2QA","Chili's","13359 Seminole Blvd","Largo","FL","33778","27.89337"," -82.78649","2.5","  78","1","'free'"," 'street': None","True","False","True","True"
"24247","hzuv62gXYHqAKJ7nZrRGhA","Sonic Drive-In","2235 Collier Pkwy","Land O'lakes","FL","34639","28.18918"," -82.43772","1.5","  45","1","u'no'"," u'garage': False","False","True","True","True"
"24258","dogngyWggT7Qb5ogpLPzPQ","Skyye Bar and Grille","4200 George J Bean Pkwy","Tampa","FL","33607","27.98148"," -82.53489","3.5","  15","1","'free'"," 'street': False","False","True","True","False"
"24267","Ql5icyL9DGN9qn1-tUaN-g","Acropolis Greek Taverna","3023 W Kennedy","Tampa","FL","33609","27.94503"," -82.49249","3.5"," 231","1","u'free'"," 'street': True","True","True","True","True"
"24271","12:0-0:0","12:0-0:0","","","","","","","","","","","","","","",""
"24286","K0oRQuRcTkrS-sQlfH5JMA","MNM BBQ","","Saint Petersburg","FL","33704","27.79292"," -82.63214","4.5"," 153","1","'no'"," 'street': False","True","False","True","True"
"24291","gqmQA9TIdmKz3tCnz6DqFA","Yoko's","3217 S MacDill Ave","Tampa","FL","33629","27.91666"," -82.49429","4.0"," 245","1","u'no'"," 'street': False","True","None","True","True"
"24299","O9XjwWdbgOe5CnBuPpnpBg","Carrabba's Italian Grill","11902 Sheldon Rd","Citrus Park","FL","33626","28.05729"," -82.58321","3.5","  97","1","'free'"," 'street': False","True","False","True","True"
"24320","","","","","","","","","","","","","","","","",""
"24342","Cmw00BFD1l-_DJHPuKi2Rw","Water + Flour","1015 S Howard Ave","Tampa","FL","33606","27.93306"," -82.48345","4.0"," 520","1","u'free'"," 'street': True","True","True","True","True"
"24374","cfvPUAc2SM0xpHmmPzYaQg","Get Hooked Grill","14333 Crabtrap Ct","Hudson","FL","34667","28.36614"," -82.70525","3.5"," 139","1","u'no'"," 'street': False","True","True","True","True"
"24377","","","","","","","","","","","","","","","","",""
"24404","IL-wbqkMgqVGr9mxve3s1w","Ruth's Chris Steak House","131 2nd Ave N","St. Petersburg","FL","33701","27.77372"," -82.63420","3.5"," 191","1","u'free'"," 'street': False","True","True","True","False"
"24409","sbSfsHIqQ3npLgCJCTq6XA","Shells Seafood Restaurant - North Tampa","2101 E Fowler Ave","Tampa","FL","33612","28.05392"," -82.43543","4.0"," 184","1","u'free'"," 'street': False","True","False","True","True"
"24419","IZMszJcSBYaVALYDqdUN6g","Tijuana Flats","13009 US Hwy 301","Riverview","FL","33579","27.79782"," -82.33547","3.5","  96","1","'free'"," 'street': False","True","True","True","True"
"24427","9b-LZWsj75mmfMYuChXDkg","Ciro's","2109 Bayshore Blvd","Tampa","FL","33606","27.92654"," -82.48266","4.0"," 833","1","u'free'"," 'street': True","True","None","False","False"
"24449","xC11K2vvhYPJQ2SPyz7FHg","Compass Grille","5300 Gulf Blvd","St Pete Beach","FL","33706","27.72739"," -82.74249","3.0","  82","1","u'free'"," 'street': False","True","True","True","True"
"24473","0-M3vGd6IveJh77-Bwc8EQ","The Bungalow Tampa","2202 W Kennedy Blvd","Tampa","FL","33606","27.94452"," -82.48217","3.0"," 233","0","u'free'"," 'street': True","True","True","True","True"
"24484","0:0-0:0","0:0-0:0","","","","","","","","","","","","","","",""
"24494","bb5wot9pJNxg-4kg2DgTgg","Park Square Social","16132 Churchview Dr, Ste 101","Lithia","FL","33547","27.84220"," -82.21519","3.5","  42","0","u'free'"," 'street': False","True","True","True","True"
"24507","","","","","","","","","","","","","","","","",""
"24515","1yO_HdVu928Jn4MwO7d23w","Biryani Bowl -Tampa","5833 Memorial Hwy","Tampa","FL","33615","27.98470"," -82.56895","3.0","  16","1","u'no'"," 'street': False","False","False","False","True"
"24540","ruE_DRE6fTIE6who59hdfQ","Acropolis Greek Taverna","515 Central Ave","St. Petersburg","FL","33701","27.77145"," -82.64065","3.5"," 403","1","'free'"," u'garage': False","True","True","True","True"
"24557","sankqYOVWpYX_T5kGZRRKQ","Shelly's Cafe","14837 N Florida Ave","Tampa","FL","33613","28.08378"," -82.45909","4.5"," 399","1","u'free'"," u'garage': False","False","None","True","True"
"24566","7UWUdyMDyfFFaKA7-ga8EQ","Penguin Pretzel Factory","4238 St Lawrence Dr","New Port Richey","FL","34653","28.22055"," -82.66705","4.5","  62","1","u'free'"," 'street': False","False","False","False","True"
"24570","dbcyr5OqDle6YdafD9YPbw","WingHouse Bar & Grill","2640 Gulf to Bay Blvd","Clearwater","FL","33759","27.96108"," -82.72822","3.5"," 146","1","'free'"," 'street': False","True","True","True","True"
"24575","yTTxelcMvMoJvBoVoNkuzA","Urban Creamery","689 Central Ave","Saint Petersburg","FL","33701","27.77146"," -82.64351","4.0"," 193","1","u'free'"," 'street': True","False","True","False","True"
"24586","-fJHTVafUBfsTOH_bopDBA","Spotted Donkey Cantina","400B Mandalay Ave","Clearwater","FL","33767","27.97888"," -82.82796","3.5"," 351","1","u'free'"," 'street': True","False","True","True","True"
"24619","AAQ3g1ufbkOEuPg4JJ3YnQ","Osaka Sushi & Grill","14428 N Dale Mabry Hwy","Tampa","FL","33618","28.07941"," -82.50749","4.0"," 136","1","u'no'"," 'street': False","True","False","True","True"
"24630","","","","","","","","","","","","","","","","",""
"24633","vio2OwMG_gbw0xFUDIQzog","Copperfish","1502 S Howard Ave","Tampa","FL","33606","27.92764"," -82.48302","4.0"," 190","0","u'free'"," 'street': False","True","True","True","False"
"24658","f15kbJ0tPC8SvTwqMcgXaw","Mugs Sports Bar & Grill","13563 Icot Blvd","Clearwater","FL","33760","27.89520"," -82.71403","3.0"," 127","1","'free'"," 'street': False","True","True","True","True"
"24668","nSFRFlanHCCITYyqYCP1bw","Susie's Grill","1252 Mariner Blvd","Spring Hill","FL","34608","28.45235"," -82.53898","3.5","  88","1","'no'"," 'street': False","True","False","True","True"
"24669","6:0-21:0","6:0-21:0","6:0-21:0","6:0-21:0","6:0-21:0","","","","","","","","","","","",""
"24671","","","","","","","","","","","","","","","","",""
"24676","9vtkcGkP7hV--qQynL3ClQ","Pipo's To Go","8 Fourth St N","Saint Petersburg","FL","33701","27.77146"," -82.63865","4.0","  44","0","'no'"," 'street': True","False","True","False","True"
"24694","qgmeeeDVmi5qiMXuOFFa-Q","Beach Shanty Cafe","397 Mandalay Ave","Clearwater","FL","33767","27.97849"," -82.82715","4.0"," 357","1","u'no'"," 'street': True","False","True","True","True"
"24718","qOrd_jWT3e16_wwRSpvYwQ","Roy's Restaurant","4342 W Boy Scout Blvd","Tampa","FL","33607","27.96160"," -82.51687","4.0"," 407","0","u'free'"," 'street': False","True","False","True","False"
"24723","dS0VDEtcWmszKUteROFB8g","IHOP","408 E Bearss Ave","TAMPA","FL","33613","28.08854"," -82.45602","3.5","  43","1","'paid'"," 'street': False","False","False","False","True"
"24726","","","","","","","","","","","","","","","","",""
"24733","1O_U1tWSb_E89fyanhb_qQ","The Wine Exchange","1609 W Snow Ave","Tampa","FL","33606","27.93610"," -82.47624","3.5"," 301","1","u'free'"," 'street': True","True","True","True","False"
"24740","Pga8KxT1OlQJA7FWwSTHjA","New China","7013 N Himes Ave","Tampa","FL","33614","28.01330"," -82.50036","4.0","  31","1","u'no'"," 'street': False","False","False","False","True"
"24758","zwBvdDWFQpYJE1UMDTlSyw","Farmacy Vegan Kitchen & Bakery","803 N Tampa St","Tampa","FL","33602","27.95071"," -82.46006","4.5"," 277","1","u'free'"," 'street': True","False","True","False","True"
"24775","oT-JmelJHnnOP__rQhGq2A","Grimaldi's Pizzeria","7990 Citrus Park Town Ctr","Tampa","FL","33625","28.06848"," -82.57610","4.0"," 146","0","u'no'"," 'street': False","True","True","True","True"
"24791","-IvBAqkaQcDt-fj-KhOFpQ","The Tap Room At The Hollander","421 4th Ave N","St. Petersburg","FL","33701","27.77653"," -82.63902","4.0"," 257","1","u'free'"," 'street': True","True","True","True","False"
"24812","VCGOGpOYnomj7o2qeVHHiA","Tasty Pho","7430 49th St N","Pinellas Park","FL","33781","27.83974"," -82.70085","4.0"," 320","1","u'free'"," 'street': False","False","False","True","True"
"24835","OYVi3zOJQz5Vjfh9wPEdzg","Pita Pit","500 S Howard Ave","Tampa","FL","33606","27.93955"," -82.48266","3.5","  53","0","u'free'"," 'street': True","True","True","True","True"
"24840","HqgMCVe-jvlP0kT93M_5Sg","Crispy Cajun","2097 Drew St","Clearwater","FL","33765","27.96760"," -82.75085","4.0"," 317","1","'free'"," 'street': False","False","None","True","True"
"24854","tP1x4ntwlFfQBI1ozbBinw","Britt's Coal Fire Pizza","10709 Gulf Blvd","Treasure Island","FL","33706","27.76974"," -82.76915","4.0"," 368","1","'free'"," 'street': False","True","True","True","True"
"24862","","","","","","","","","","","","","","","","",""
"24877","17:0-2:45","17:0-2:45","17:0-2:45","17:0-2:45","17:0-2:45","17:0-2:45","","","","","","","","","","",""
"24899","uFu73KlTXu9fonjMkMwYvQ","Luke's Sports Shack Bar & Grill","999 Missouri Ave N","Largo","FL","33770","27.92514"," -82.78809","3.5","  65","1","u'paid'"," 'street': False","True","True","True","True"
"24900","11:0-0:0","11:0-3:0","11:0-3:0","11:0-3:0","11:0-0:0","","","","","","","","","","","",""
"24908","T4LfF6fT4_5UuP6ZpMjUGQ","Bulla Gastrobar","930 S Howard Ave","Tampa","FL","33606","27.93421"," -82.48290","4.0"," 589","1","'free'"," 'street': True","True","None","False","False"
"24912","eYvnYqAvoGk5VT7squFtUw","Cody's Original Roadhouse- Bay Pines","4360 Park St N","St Petersburg","FL","33709","27.81149"," -82.75437","4.0"," 204","1","u'no'"," 'street': False","True","True","True","True"
"24919","mTxQPA9W24fQMR5Ro-TkJg","Applebee's Grill + Bar","1204 Townsgate Ct","Plant City","FL","33563","28.02535"," -82.14872","2.0","  45","1","'free'"," 'street': None","True","True","True","True"
"24922","PXp0XqP9aB13d-nb-K5h2Q","Gino's Place","13793 Linden Dr","Spring Hill","FL","34609","28.46467"," -82.50920","4.0","  15","1","u'free'"," 'street': False","False","True","False","True"
"24932","2Yk3F4Jra7OMYxPVA-Tgcw","Mamma Mia Pizzeria","10040 Hudson Ave","Hudson","FL","34669","28.36053"," -82.64826","3.5","  57","1","u'no'"," 'street': False","False","False","True","True"
"24954","XD5ylS_X5k7YQoG8p5MUMQ","Hooters","4420 W Gandy Blvd","Tampa","FL","33611","27.89279"," -82.52000","2.5"," 101","1","u'free'"," 'street': False","True","True","True","True"
"24971","PrTLeauQE62fZBJ6WtSV3Q","Bawarchi Biryani's","2020 West Brandon Blvd, Ste 140","Brandon","FL","33511","27.93845"," -82.31767","3.5"," 200","1","u'free'"," 'street': True","False","False","True","True"
"24993","7:0-0:0","7:0-0:0","7:0-0:0","7:0-0:0","8:0-0:0","8:0-0:0","","","","","","","","","","",""
"25006","5HRLUzKrs27kuQhgJQijnQ","Spaddy's Coffee","5206 N Florida Ave","Tampa","FL","33603","27.99421"," -82.45964","5.0"," 131","1","u'free'"," 'street': None","False","True","True","True"
"25028","GBkGQ9bxS6zhXGu7uTEdzg","18 On the Rocks Restaurant and Tiki Bar","2405 Gulf Blvd","Indian Rocks Beach","FL","33785","27.90625"," -82.84669","4.0"," 212","0","u'free'"," 'street': True","True","True","True","False"
"25029","11:0-2:0","11:0-2:0","11:0-2:0","11:0-2:0","11:0-2:0","","","","","","","","","","","",""
"25036","wnAEZpQ38XgHElOz4Vd6UQ","Gonzo's Sandwich Shop","1902 N Himes Ave","Tampa","FL","33607","27.95869"," -82.50178","4.5"," 194","1","'free'"," 'street': False","False","None","True","True"
"25054","BQNLSCkLxv8dfaohZgbmZA","Sunrise Lanes","6393 Dr Martin Luther King Junior St N","Saint Petersburg","FL","33702","27.83060"," -82.64594","3.5","  44","1","u'free'"," 'street': False","True","False","True","True"
"25065","","","","","","","","","","","","","","","","",""
"25087","PlOLeg4BCkRB4vfgWcXxTg","Ryuu Japanese Steakhouse","773 Brandon Town Center Mall","Brandon","FL","33511","27.92393"," -82.32681","3.0"," 107","0","u'no'"," 'street': False","True","True","True","True"
"25093","10:0-18:0","19:0-3:0","19:0-3:0","11:0-3:0","11:0-3:0","11:0-3:0","","","","","","","","","","",""
"25097","IBWzg15XkNO25hOpQHM7ig","Oggi Italian","236 E Davis Blvd","Tampa","FL","33606","27.92644"," -82.45363","4.5"," 345","1","u'no'"," 'street': True","True","True","False","True"
"25109","0vTc7-wiDBDKKmGvC0EzFg","The Oyster Bar","249 Central Ave","St Petersburg","FL","33701","27.77134"," -82.63648","4.0"," 647","1","u'free'"," 'street': True","True","True","True","False"
"25126","-6JdVK-DHB4_43PEksbg1A","Rick's Reef","6712 Gulf Blvd","St. Pete Beach","FL","33706","27.73736"," -82.74877","4.0"," 560","1","u'free'"," 'street': True","True","True","True","True"
"25144","kpRRCAN8PQTeWHGBoxpl_A","Ford's Garage","200 1st Ave S, Ste A","St. Petersburg","FL","33701","27.77016"," -82.63576","4.0"," 224","1","'free'"," u'garage': True","True","True","True","True"
"25145","11:0-22:0","11:0-22:0","11:0-23:0","11:0-23:0","11:0-22:0","","","","","","","","","","","",""
"25159","ZB61gANpKABguPC7kG6bzA","Vallarta's Mexican Resturant","22948 State Rd 54","Lutz","FL","33549","28.18408"," -82.43594","3.0"," 112","1","u'free'"," 'street': None","True","True","True","True"
"25168","zRe4EFpKyWP7h6ZmZnxKLw","Mike's Pizza & Pub","14477 Walsingham Rd","Largo","FL","33774","27.88052"," -82.83847","3.5"," 161","1","u'free'"," 'street': False","True","True","True","True"
"25171","JRAtNWmXBBuEwA1a35dWcg","Mini Restaurant","1740 4th St S","Saint Petersburg","FL","33701","27.75287"," -82.63804","4.0","   7","1","u'no'"," 'street': True","False","False","False","False"
"25172","lrowppSl2sk3hU4tSUaS6Q","Badfins Food + Brew","215 S Gulfview Blvd","Clearwater","FL","33767","27.97461"," -82.82888","4.0"," 593","1","u'free'"," 'street': True","True","True","True","True"
"25211","lw6OXWUzcwtTzbdh4b0a6g","Jimmy John's","1600 E 8th Ave, Ste D","Tampa","FL","33605","27.96096"," -82.44182","3.5","  27","1","'no'"," u'garage': None","False","True","True","True"
"25218","qs6H_gmYAre_F0N79GkutQ","IHOP","11111 N Dale Mabry","TAMPA","FL","33618","28.04984"," -82.50326","2.5","  80","1","'free'"," 'street': False","False","False","False","True"
"25225","449No3H5g8AsuGssvy36eQ","The Library","600 5th St S","St Petersburg","FL","33701","27.76400"," -82.63973","4.5"," 585","1","u'free'"," 'street': True","False","True","False","True"
"25239","EdHIVOZdKEnSWfMH4m8VuA","Culver's","10425 Park Blvd","Seminole","FL","33772","27.83987"," -82.78381","3.0","  71","1","u'free'"," 'street': False","False","False","False","True"
"25258","QHWYlmVbLC3K6eglWoHVvA","Datz","2616 S MacDill Ave","Tampa","FL","33629","27.92194"," -82.49325","4.0","3260","1","u'free'"," 'street': True","True","True","True","True"
"25284","pVoiBkEnB1sS2R8l8UpZEA","Gill Dawg","5419 Treadway Dr","Port Richey","FL","34688","28.27381"," -82.72482","3.5"," 149","1","'free'"," u'garage': False","True","True","True","True"
"25293","W2lEjwsnCqm3SmjleJ0xlw","Front Porch & Bart's Tavern","5924 N Florida Ave","Tampa","FL","33604","28.00128"," -82.45978","3.5"," 378","1","u'free'"," 'street': False","True","True","True","True"
"25294","b4LYPaEIavtX6dzRZkQJtg","Rosati's Pizza","10443 Ulmerton Rd","Largo","FL","33771","27.89634"," -82.78438","3.5","  46","0","u'no'"," 'street': True","False","True","False","True"
"25298","8xeP-hY-mIBYufHVeMvokA","Queen's Pizza & Restaurant","40949 US Hwy 19 N","Tarpon Springs","FL","34689","28.14428"," -82.73959","3.0","  84","1","u'free'"," 'street': False","False","False","False","True"
"25302","12:0-3:0","12:0-3:0","12:0-3:0","12:0-3:0","12:0-3:0","12:0-3:0","","","","","","","","","","",""
"25313","LPkl59vEZ7-jsEc3Txy3jA","McDivot's Wings and Raw Bar","10706 Countryway Blvd","Tampa","FL","33626","28.05694"," -82.62384","3.5","  89","1","u'free'"," 'street': False","True","False","True","True"
"25338","UnN-wx3ogx0lW3UokqQxRQ","Twisted Sprocket Cafe","16950 Vibrant Way","Land O' Lakes","FL","34638","28.21276"," -82.53541","4.0","  54","1","u'free'"," 'street': False","True","True","True","True"
"25357","Y26UkTvbq9015MLZCarqww","Billy's Tarpon Turtle","1513 Lake Tarpon Ave","Tarpon Springs","FL","34689","28.14617"," -82.72861","2.5","  57","0","u'free'"," 'street': False","True","True","True","True"
"25361","OjjifvQLwLWTrY8_yPCrLw","Oyster Shucker Craft & Draft","650 Corey Ave","Saint Pete Beach","FL","33706","27.74010"," -82.75337","4.0"," 151","1","u'no'"," 'street': True","True","None","True","True"
"25368","znlTHyGTSWyqZFYuS0KpmQ","Jerk Center","405 S Pinellas Ave","Tarpon Springs","FL","34689","28.14306"," -82.75645","4.5","  81","1","u'free'"," 'street': False","False","False","True","True"
"25369","EUkh0Qyf_Y4-B69w_z8n6Q","The Grind Coffee Bar & Cafe at Westchase","9532 W Linebaugh Ave","Tampa","FL","33626","28.04322"," -82.59193","4.0"," 375","1","u'free'"," u'garage': False","False","True","True","True"
"25381","ryhPJ8yVzy7W_25lWOyPdg","Smokey Bones","2693 Gulf To Bay Blvd","Clearwater","FL","33759","27.96014"," -82.72676","3.5"," 423","1","u'no'"," 'street': False","True","True","True","True"
"25389","pPQXzIIbqLoS3axeYsOx5Q","Snappers Grill & Comedy Club","36657 US Hwy 19 N","Palm Harbor","FL","34684","28.10569"," -82.73912","3.5","  99","1","'free'"," u'garage': False","True","True","True","True"
"25402","DKI7QWP8tHdUZs9RuhkJOw","Frankie's Lobstah Trap","2223 N Westshore Blvd, Ste 213","Tampa","FL","33607","27.96564"," -82.52120","3.5"," 217","0","u'free'"," 'street': False","True","True","True","True"
"25404","HHSh7LoHXR9UdVv96PDKeA","Brewburgers","4195 34th St S","St Petersburg","FL","33711","27.72996"," -82.67969","3.5","  90","0","u'no'"," 'street': False","True","True","True","True"
"25422","uRVQjDNEk9MHjNzjb_LPng","Oggi Italian","214 E Bearss Ave","Tampa","FL","33613","28.08953"," -82.45910","4.5"," 113","0","'free'"," 'street': False","True","True","False","True"
"25427","","","","","","","","","","","","","","","","",""
"25443","pICJRcyqW1cF96Q3XhLSbw","Indigo","514 N Franklin St, Ste 102","Tampa","FL","33602","27.94890"," -82.45882","3.0","  58","0","u'free'"," 'street': True","True","True","True","True"
"25457","iFVKP58m9dk9BT7C4qpQuA","Stack 'n' Sizzle","401 49th St S","St Petersburg","FL","33707","27.76683"," -82.70017","4.5","  77","0","u'free'"," 'street': False","False","False","True","True"
"25458","qBhtpgS-GxNk38CgRVCJLw","Carrabba's Italian Grill","5515 E Fowler Ave","Temple Terrace","FL","33617","28.05333"," -82.39424","3.5"," 101","1","u'no'"," 'street': False","True","False","True","True"
"25466","8pAGj4Sc7YhloW2H6sV30A","The Living Room on Main","487 Main St","Dunedin","FL","34698","28.01210"," -82.78597","4.0"," 545","1","u'free'"," 'street': True","True","True","True","True"
"25475","","","","","","","","","","","","","","","","",""
