,business_id,name,address,city,state,postal_code,latitude,longitude,stars,review_count,is_open,attributes.ByAppointmentOnly,attributes.BusinessAcceptsCreditCards,attributes.BikeParking,attributes.RestaurantsPriceRange2,attributes.CoatCheck,attributes.RestaurantsTakeOut,attributes.RestaurantsDelivery,attributes.Caters,attributes.WiFi,attributes.BusinessParking,attributes.WheelchairAccessible,attributes.HappyHour,attributes.OutdoorSeating,attributes.HasTV,attributes.RestaurantsReservations,attributes.DogsAllowed,attributes.Alcohol,attributes.GoodForKids,attributes.RestaurantsAttire,attributes.Ambience,attributes.RestaurantsTableService,attributes.RestaurantsGoodForGroups,attributes.DriveThru,attributes.NoiseLevel,attributes.GoodForMeal,attributes.BusinessAcceptsBitcoin,attributes.Smoking,attributes.Music,attributes.GoodForDancing,attributes.AcceptsInsurance,attributes.BestNights,attributes.BYOB,attributes.Corkage,attributes.BYOBCorkage,attributes.HairSpecializesIn,attributes.Open24Hours,attributes.RestaurantsCounterService,attributes.AgesAllowed,attributes.DietaryRestrictions,categories,hours.Monday,hours.Tuesday,hours.Wednesday,hours.Thursday,hours.Friday,hours.Saturday,hours.Sunday,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
107098,-9r8nAzWyRSLxBWt8uQOdA,Hana Kitchen,6558 Pardall Rd,Isla Vista,CA,93117,34.41325,-119.85647,3,328,1,NA,TRUE,TRUE,1,NA,TRUE,TRUE,TRUE,u'free',{'garage': False, 'street': True, 'validated': False, 'lot': True, 'valet': False},NA,NA,None,TRUE,FALSE,NA,u'none',TRUE,u'casual',{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': True},NA,TRUE,NA,u'average',{'dessert': False, 'latenight': False, 'lunch': True, 'dinner': True, 'brunch': False, 'breakfast': False},NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Vegan, Asian Fusion, Bubble Tea, Restaurants, Japanese, Mexican, Tacos, Vegetarian, Food",11:0-1:0,11:0-1:0,11:0-1:0,11:0-1:0,11:0-3:0,11:0-3:0,11:0-1:0,,,,,,,,,,,,
107148,on1K6C-QAHWAkQaDkjg-ww,Drain Charmer-Husted Plumbing and Rooter,4869 Carpinteria Ave,Carpinteria,CA,93013,34.40004,-119.51995,4,33,1,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Home Services, Local Services, Plumbing, Water Heater Installation/Repair, Hydro-jetting",7:0-18:0,7:0-18:0,7:0-18:0,7:0-18:0,7:0-18:0,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
107152,BTTzmfP6FlhXSF3-zTKYMw,Occhiali Fine Eyewear,7 W Canon Perdido St,Santa Barbara,CA,93101,34.42007,-119.7009,4.5,28,0,NA,TRUE,TRUE,3,NA,NA,NA,NA,NA,{'garage': True, 'street': True, 'validated': False, 'lot': True, 'valet': False},NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Eyewear & Opticians, Shopping",9:30-17:30,9:30-17:30,9:30-17:30,9:30-17:30,9:30-17:30,9:30-17:30,NA,,,,,,,,,,,,,,,,,,,,,,,,,
107156,AYtlqzjrt9kpBO5YDOE2fQ,Surfs Up Limos,,Santa Barbara,CA,93110,34.50787,-119.73111,5,25,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Wine Tours, Event Planning & Services, Tours, Limos, Hotels & Travel, Beer Tours, Party Bus Rentals, Transportation",8:0-23:0,8:0-23:0,8:0-23:0,8:0-23:0,8:0-23:0,8:0-23:0,8:0-23:0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
107191,tIrBREPlmaXjuo--V2hBRw,Downtown Community Acupuncture,209 W Sola St,Santa Barbara,CA,93101,34.42259,-119.70942,5,25,1,FALSE,TRUE,NA,NA,NA,NA,NA,NA,u'no',NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Traditional Chinese Medicine, Health & Medical, Acupuncture",13:0-18:0,9:0-18:0,9:0-18:0,13:0-18:0,9:0-18:0,9:0-15:0,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
107192,XwYHqVHlA490P7XMTcLi2Q,Carpinteria Veterinary Hospital,585 Walnut Ave,Carpinteria,CA,93013,34.39485,-119.51995,4.5,52,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Veterinarians, Pets",8:0-18:0,8:0-18:0,8:0-18:0,8:0-18:0,8:0-18:0,8:0-18:0,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
107208,xR4tlZtQCLmue5Jvmhy7Mg,Precision Tile & Design,,Goleta,CA,93117,34.43583,-119.82764,5,6,1,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Home Services, Tiling, Flooring",NA,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
107234,D5eQp0MHzKNfMVvOCoREWg,Santa Barbara Collective,2609 De La Vina St,Santa Barbara,CA,93105,34.43485,-119.72469,4,8,1,FALSE,FALSE,NA,NA,NA,NA,NA,NA,u'no',NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,u'no',NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Medical Cannabis Referrals, Cannabis Clinics, Cannabis Dispensaries, Shopping, Health & Medical, Cannabis Collective",8:0-18:0,8:0-18:0,8:0-18:0,8:0-18:0,8:0-18:0,8:0-18:0,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
107250,w-Sy9-A2Zfec-tX-DUbXKQ,Carpinteria Athletics,5423 Carpinteria Ave,Carpinteria,CA,93013,34.39457,-119.51412,4,16,1,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False},TRUE,NA,NA,NA,NA,FALSE,NA,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Fitness & Instruction, Active Life, Gyms, Trainers",5:0-21:0,5:0-21:0,5:0-21:0,5:0-21:0,5:0-21:0,7:0-19:0,NA,,,,,,,,,,,,,,,,,,,,,,,,,
107293,2QgKrc41vVslAhQ4nDT8fg,Elizabeth Wagner,1250 Coast Village Rd,Santa Barbara,CA,93108,34.42145,-119.64236,5,5,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Real Estate Agents, Real Estate Services, Home Services, Real Estate",9:0-17:0,9:0-17:0,9:0-17:0,9:0-17:0,9:0-17:0,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
107313,xdJzojrrj7duItmglzMfcA,Shanna Spencer Style,315 Meigs Rd,Santa Barbara,CA,93109,34.4008,-119.72267,4.5,12,1,TRUE,TRUE,TRUE,3,NA,NA,NA,NA,NA,{'garage': False, 'street': True, 'validated': False, 'lot': True, 'valet': False},NA,NA,NA,NA,NA,NA,NA,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Hair Stylists, Hair Extensions, Beauty & Spas, Hair Salons, Makeup Artists",NA,11:30-19:0,11:30-19:0,9:0-17:0,NA,NA,11:0-19:0,,,,,,,,,,,,,,,,,,,,,,,,,
107319,Rw459RprHXbogAV_6f178g,One Stop Hauling & Courier Services,"6640 Discovery Dr, Ste B-159",Goleta,CA,93117,34.42566,-119.86181,4.5,23,1,FALSE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Local Services, Professional Services, Junk Removal & Hauling, Home Services, Couriers & Delivery Services, Movers, Shipping Centers",0:0-0:0,0:0-0:0,0:0-0:0,0:0-0:0,0:0-0:0,0:0-0:0,0:0-0:0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
107392,tqYx0jA8gXOApuaUuuOLew,UCSB Campus Store,University Center Building,Santa Barbara,CA,93106,34.4117,-119.84866,3.5,13,1,NA,TRUE,TRUE,2,NA,NA,NA,NA,NA,{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False},NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Bookstores, Shopping, Books, Mags, Music & Video, Education, Colleges & Universities",10:0-15:0,10:0-15:0,10:0-15:0,10:0-15:0,10:0-15:0,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,
107405,cJXlIGy9SURm12lqHHnf-g,Summerland Winery,2330 Lillie Ave,Summerland,CA,93067,34.42168,-119.59931,4,153,1,FALSE,TRUE,TRUE,2,NA,FALSE,FALSE,FALSE,u'free',{u'valet': False, u'garage': False, u'street': True, u'lot': True, u'validated': False},TRUE,TRUE,NA,NA,NA,TRUE,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Wineries, Wine Tasting Room, Arts & Entertainment, Food",0:0-0:0,NA,11:0-18:0,11:0-18:0,11:0-18:0,11:0-18:0,11:0-18:0,,,,,,,,,,,,,,,,,,,,,,,,,
107420,enl5_0c6njSeiG2ZgieQJA,Sharky's Woodfired Mexican Grill,"7060 Hollister Ave, Ste 106",Goleta,CA,93117,34.43118,-119.87406,4,103,0,FALSE,TRUE,FALSE,2,NA,TRUE,TRUE,TRUE,'no',{'garage': False, 'street': None, 'validated': False, 'lot': None, 'valet': False},NA,TRUE,TRUE,FALSE,FALSE,NA,'none',TRUE,u'casual',{'touristy': False, 'hipster': False, 'romantic': False, 'divey': False, 'intimate': False, 'trendy': False, 'upscale': False, 'classy': False, 'casual': True},TRUE,TRUE,NA,u'average',{'dessert': False, 'latenight': False, 'lunch': True, 'dinner': False, 'brunch': False, 'breakfast': False},NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Mexican, Restaurants, Food, Organic Stores, Caterers, Event Planning & Services, Vegan",0:0-0:0,11:0-20:0,11:0-20:0,11:0-20:0,11:0-20:0,11:0-20:0,11:0-20:0,,,,,,,,,,,,
107424,MmKrgr_LLki4_vPtCJJMfA,ASAP Animal Shelter Assistance Program,5473 Overpass Rd,Santa Barbara,CA,93111,34.43876,-119.81391,4.5,13,1,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Animal Shelters, Pet Stores, Pets, Community Service/Non-Profit, Local Services, Pet Services, Pet Adoption",10:0-16:45,10:0-16:45,10:0-19:0,10:0-16:45,10:0-16:45,10:0-16:45,11:0-14:0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
107443,wX39rg72ElalQxyparftDA,Fantastic Sams Cut and Color,1928 Cliff Dr,Santa Barbara,CA,93109,34.40224,-119.72235,3.5,26,1,FALSE,TRUE,TRUE,1,NA,NA,NA,NA,NA,{'garage': False, 'street': True, 'validated': False, 'lot': True, 'valet': False},NA,NA,NA,NA,NA,NA,NA,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Barbers, Beauty & Spas, Hair Salons",0:0-0:0,9:0-18:0,9:0-18:0,9:0-18:0,9:0-18:0,9:0-18:0,10:0-16:0,,,,,,,,,,,,,,,,,,,,,,,,,
107449,9jEv_7tueRJdV5CZwVcwPg,PokeCeviche,651 Paseo Nuevo,Santa Barbara,CA,93101,34.41929,-119.69992,4,127,0,NA,TRUE,NA,2,NA,TRUE,None,NA,u'free',{'garage': True, 'street': False, 'validated': False, 'lot': False, 'valet': False},NA,NA,TRUE,TRUE,FALSE,FALSE,u'none',TRUE,u'casual',{'touristy': False, 'hipster': False, 'romantic': False, 'divey': False, 'intimate': False, 'trendy': False, 'upscale': False, 'classy': False, 'casual': False},FALSE,TRUE,NA,u'average',{'dessert': False, 'latenight': False, 'lunch': False, 'dinner': False, 'brunch': False, 'breakfast': False},NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Asian Fusion, Seafood, Restaurants, Poke, Food",12:0-19:0,12:0-19:0,12:0-19:0,12:0-19:0,12:0-19:0,12:0-19:0,12:0-19:0,,,,,,,,,,,,
107455,Okg399DflwMxUGkTbuuXdw,Suds City Laundromat,5698 Hollister Ave,Goleta,CA,93117,34.43591,-119.82307,3,13,1,NA,FALSE,NA,1,NA,NA,NA,NA,u'no',{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False},NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Laundry Services, Local Services, Dry Cleaning & Laundry, Laundromat",6:0-22:0,6:0-22:0,6:0-22:0,6:0-22:0,6:0-22:0,5:0-22:0,5:0-22:0,,,,,,,,,,,,,,,,,,,,,,,,,
107521,nepFio-aVmBhZhFaBxSVoA,Surf Country,109 S Fairview Ave,Goleta,CA,93117,34.4376,-119.83094,4.5,37,1,FALSE,TRUE,TRUE,2,NA,NA,NA,NA,NA,{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False},TRUE,NA,NA,NA,NA,NA,NA,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Surfing, Shopping, Surf Shop, Active Life, Fashion, Skate Shops, Sporting Goods",10:0-18:0,10:0-18:0,10:0-18:0,10:0-18:0,10:0-19:0,10:0-19:0,10:0-17:0,,,,,,,,,,,,,,,,,,,,,,,,,
107562,JADV6qSHhOGRqpS_7341Sw,Paul Mitchell The School Santa Barbara,525 Anacapa St,Santa Barbara,CA,93101,34.41835,-119.69544,4,78,0,FALSE,TRUE,TRUE,1,NA,NA,NA,NA,NA,{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False},NA,NA,NA,NA,NA,NA,NA,TRUE,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Education, Hair Salons, Cosmetology Schools, Beauty & Spas, Specialty Schools",9:0-22:0,9:0-22:0,13:0-22:0,9:0-22:0,9:0-19:30,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,
107601,Crm2XgMdcpHlZ1WgVL1ZPw,Avia Spa,"350 Chapala St, Ste 101 & 102",Santa Barbara,CA,93101,34.41457,-119.69478,4,30,0,TRUE,TRUE,NA,3,NA,NA,NA,NA,NA,{'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False},NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Massage, Day Spas, Hair Salons, Nail Salons, Skin Care, Beauty & Spas",10:0-18:0,10:0-18:0,10:0-18:0,10:0-18:0,10:0-18:0,10:0-18:0,12:0-17:0,,,,,,,,,,,,,,,,,,,,,,,,,
107602,i65X2IWNba6oFulS9739DQ,Waxing Poetic,2350 Lillie Ave,Summerland,CA,93067,34.42124,-119.59862,4,20,0,FALSE,TRUE,FALSE,2,NA,NA,NA,NA,NA,{'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False},NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Jewelry, Shopping",NA,NA,NA,NA,NA,NA,10:0-10:15,,,,,,,,,,,,,,,,,,,,,,,,,
107604,pC0vDDpl_2ue3HGAmGpMSg,Ridley-Tree House Restaurant,500 Ninos Dr,Santa Barbara,CA,93103,34.41934,-119.66543,3,5,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,{'touristy': False, 'hipster': False, 'romantic': False, 'divey': False, 'intimate': False, 'trendy': False, 'upscale': False, 'classy': False, 'casual': False},NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Fast Food, Restaurants",10:0-17:0,10:0-17:0,10:0-17:0,10:0-17:0,10:0-17:0,10:0-17:0,10:0-17:0,,,,,,,,,,,,,,,,,,,,,
107640,PnT9JSoMirpKzY6TnG1HhQ,Three Pickles,420 S Fairview Ave,Goleta,CA,93117,34.43318,-119.82957,4,94,1,NA,TRUE,TRUE,1,NA,TRUE,TRUE,TRUE,u'no',{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False},NA,NA,TRUE,TRUE,FALSE,NA,u'none',TRUE,u'casual',{'romantic': False, 'intimate': False, 'touristy': False, 'hipster': False, 'divey': False, 'classy': False, 'trendy': False, 'upscale': False, 'casual': True},NA,TRUE,NA,u'average',NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Sandwiches, Restaurants, Delis",10:30-15:0,10:30-15:0,10:30-15:0,10:30-15:0,10:30-15:0,NA,NA,,,,,,,,,,,,,,,,,
107648,64Rl3pT4Md4-8ckeaNVZCQ,Bucatini,436 State St,Santa Barbara,CA,93101,34.41684,-119.69523,3.5,280,0,NA,TRUE,TRUE,2,NA,TRUE,FALSE,FALSE,'no',{'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False},NA,NA,TRUE,FALSE,TRUE,NA,u'full_bar',TRUE,'casual',{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': True},NA,TRUE,NA,u'average',NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Soup, Wine Bars, Restaurants, Nightlife, Bars, Italian",11:0-0:0,11:0-0:0,11:0-0:0,11:0-0:0,11:0-0:0,11:0-0:0,11:0-0:0,,,,,,,,,,,,,,,,,
107671,nUzxdPn4e0vSqEnMrrh2vA,Orthopedic Institute of Santa Barbara,320 W Junipero,Santa Barbara,CA,93105,34.43081,-119.72422,4.5,12,1,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Health & Medical, Doctors, Sports Medicine, Orthopedists",8:0-17:0,8:0-17:0,8:0-17:0,8:0-17:0,8:0-17:0,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
107685,om5AVaS2H5WRtxQlwBIlUw,Sears Appliance Repair,3845 State St,Santa Barbara,CA,93105,34.437,-119.749,2,11,0,NA,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Appliances & Repair, Local Services, Electronics Repair, Heating & Air Conditioning/HVAC, Home Services, Shopping, Farming Equipment, Water Heater Installation/Repair",9:0-22:0,9:0-22:0,9:0-22:0,9:0-22:0,9:0-22:0,9:0-22:0,9:0-22:0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
107728,k6Ptrc94R-Mk549pDEVTFA,The Natural Cafe,361 Hitchcock Way,Santa Barbara,CA,93105,34.43486,-119.74607,4,164,1,NA,TRUE,TRUE,2,NA,TRUE,TRUE,TRUE,u'no',{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False},TRUE,NA,TRUE,FALSE,FALSE,NA,u'beer_and_wine',TRUE,'casual',{'touristy': False, 'hipster': None, 'romantic': False, 'divey': False, 'intimate': False, 'trendy': None, 'upscale': False, 'classy': False, 'casual': True},FALSE,TRUE,NA,u'average',{'dessert': None, 'latenight': False, 'lunch': True, 'dinner': True, 'brunch': None, 'breakfast': False},NA,NA,NA,NA,NA,NA,TRUE,NA,NA,NA,NA,NA,NA,NA,"Restaurants, Vegetarian, Tex-Mex, Sandwiches",0:0-0:0,11:0-21:0,11:0-21:0,11:0-21:0,11:0-15:0,11:0-21:0,11:0-21:0,,,,,,,,,,,,
107732,op-3-gjebABmII_IFBp9qA,iPhone Repair Santa Barbara,1117 State St,Santa Barbara,CA,93101,34.42277,-119.70387,5,13,1,FALSE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Local Services, IT Services & Computer Repair, Mobile Phone Repair",0:0-0:0,9:0-17:0,9:0-17:0,9:0-17:0,9:0-17:0,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
107738,0bNcU1b_Pz47u5njx_xInQ,Lori's Mobile Notary & Fingerprinting,"4390 Calle Real, Ste A",Santa Barbara,CA,93110,34.44164,-119.76873,3.5,15,1,NA,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Real Estate, Home Services, Notaries, Local Services, Mortgage Brokers, Fingerprinting",10:0-17:0,10:0-17:0,10:0-17:0,10:0-17:0,10:0-17:0,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
107752,SwecRZyaLG9i_3Nbglppjw,Mesa Massage,"5276 Hollister Ave, Ste 451",Goleta,CA,93111,34.43531,-119.80853,4.5,12,0,TRUE,TRUE,TRUE,2,NA,NA,NA,NA,u'no',None,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Massage, Health & Medical, Beauty & Spas, Massage Therapy",7:0-22:0,7:0-22:0,7:0-22:0,7:0-22:0,7:0-22:0,7:0-22:0,7:0-22:0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
107795,z1L4d8w95jsVeTYlmxfxxA,Hair by Pam Peterson,1807-A E Cabrillo,Santa Barbara,CA,93108,34.42151,-119.6563,4.5,29,1,TRUE,TRUE,TRUE,2,NA,NA,NA,NA,u'free',{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False},TRUE,NA,NA,NA,NA,NA,NA,TRUE,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Hair Stylists, Beauty & Spas, Hair Salons, Nail Salons, Wedding Planning, Event Planning & Services, Hair Extensions",9:0-17:0,9:0-18:0,9:0-18:0,9:0-18:0,9:0-18:0,10:0-15:0,NA,,,,,,,,,,,,,,,,,,,,,,,,,
107809,BONPYKmCN9AEgyq22j-Bwg,Jolly Brothers Catering,423 W Victoria St,Santa Barbara,CA,93101,34.41961,-119.71041,5,16,1,NA,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Event Planning & Services, Caterers",NA,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
107820,34PSBuVNmEguXTwmyH5Tcg,Guadalajara Market,601 W De La Guerra St,Santa Barbara,CA,93101,34.41306,-119.70607,2.5,11,1,NA,TRUE,FALSE,1,NA,TRUE,TRUE,FALSE,NA,{'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False},NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Food, Grocery, Convenience Stores",6:0-22:0,6:0-22:0,6:0-22:0,6:0-22:0,6:0-23:0,7:0-23:0,7:0-22:0,,,,,,,,,,,,,,,,,,,,,,,,,
107849,otxwhe3kHYINkOf8fqa5rw,Bonnie Marie Dance,127 W. Canon Perdido St.,Santa Barbara,CA,93101,34.41849,-119.7025,5,5,1,TRUE,FALSE,TRUE,NA,NA,NA,NA,NA,NA,{'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False},TRUE,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Fitness & Instruction, Education, Performing Arts, Dance Studios, Arts & Entertainment, Dance Schools, Specialty Schools, Active Life",11:0-16:0,11:0-16:0,11:0-16:0,11:0-16:0,NA,NA,10:0-14:0,,,,,,,,,,,,,,,,,,,,,,,,,
107859,98H6lNXssLWlPbwwqmDq6w,The Mesa Bookstore,"1838 Cliff Dr, Ste A",Santa Barbara,CA,93109,34.40172,-119.72176,5,18,1,FALSE,TRUE,TRUE,1,NA,NA,NA,NA,NA,None,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Books, Mags, Music & Video, Bookstores, Personal Shopping, Used Bookstore, Shopping",0:0-0:0,11:0-18:0,11:0-18:0,11:0-18:0,11:0-18:0,11:0-18:0,12:0-18:0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
107868,WQ1srlZUm2LCwM_X3fGhyg,BlueStar Parking,126 E Haley St,Santa Barbara,CA,93101,34.41824,-119.69333,4,17,1,NA,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Hotels & Travel, Automotive, Parking, Transportation, Event Planning & Services, Valet Services",0:0-0:0,0:0-0:0,0:0-0:0,0:0-0:0,0:0-0:0,0:0-0:0,0:0-0:0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
