"business_id","name","address","city","state","postal_code","latitude","longitude","stars","review_count","is_open","attributes.ByAppointmentOnly","attributes.BusinessAcceptsCreditCards","attributes.BikeParking","attributes.RestaurantsPriceRange2","attributes.CoatCheck","attributes.RestaurantsTakeOut","attributes.RestaurantsDelivery","attributes.Caters","attributes.WiFi","attributes.BusinessParking","attributes.WheelchairAccessible","attributes.HappyHour","attributes.OutdoorSeating","attributes.HasTV","attributes.RestaurantsReservations","attributes.DogsAllowed","attributes.Alcohol","attributes.GoodForKids","attributes.RestaurantsAttire","attributes.Ambience","attributes.RestaurantsTableService","attributes.RestaurantsGoodForGroups","attributes.DriveThru","attributes.NoiseLevel","attributes.GoodForMeal","attributes.BusinessAcceptsBitcoin","attributes.Smoking","attributes.Music","attributes.GoodForDancing","attributes.AcceptsInsurance","attributes.BestNights","attributes.BYOB","attributes.Corkage","attributes.BYOBCorkage","attributes.HairSpecializesIn","attributes.Open24Hours","attributes.RestaurantsCounterService","attributes.AgesAllowed","attributes.DietaryRestrictions"
"QU8DcR2JhR06mIAOvJsJVw","Asian Yummy House","10697 Big Bend Rd","Riverview","FL","33579","27.79043"," -82.33177","3.5"," 204","1","False","True","False","2","False","True","True","True","u'no'","{u'valet': False"," u'garage': False"," u'street': False"," u'lot': None"," u'validated': False}","False","True","None","True","True",NA,"'beer_and_wine'","True","u'casual'","{'romantic': False"," 'intimate': False"," 'classy': False"," 'hipster': False"," 'divey': False"," 'touristy': False"," 'trendy': False"," 'upscale': False"," 'casual': True}","True","True",NA,"u'average'","{'dessert': False"," 'latenight': False"," 'lunch': True"
"P1ziWG09IBhJmaIaCAlxFA","China 1","2535 N Dale Mabry Hwy","Tampa","FL","33607","27.96392"," -82.50427","3.5","  67","1","False","True","True","1","False","True","True","True","u'no'","{'garage': False"," 'street': None"," 'validated': False"," 'lot': None"," 'valet': False}","False","False","False","False","False",NA,"u'none'","True","u'casual'","{'touristy': False"," 'hipster': False"," 'romantic': False"," 'divey': None"," 'intimate': False"," 'trendy': False"," 'upscale': False"," 'classy': False"," 'casual': True}",NA,"True",NA,"u'quiet'","{'dessert': False"," 'latenight': None"," 'lunch': True"
"o3hXkJN-FN8eoAYIUjH-TA","Chopsticks","801 E Brandon Blvd","Brandon","FL","33511","27.93716"," -82.27302","2.5","  30","1","False","True","False","1","False","True","True","True","False","{'garage': False"," 'street': False"," 'validated': False"," 'lot': False"," 'valet': False}","False","False","False","True","False",NA,"u'none'","True","u'casual'","{'romantic': False"," 'intimate': False"," 'touristy': False"," 'hipster': False"," 'divey': False"," 'classy': False"," 'trendy': False"," 'upscale': False"," 'casual': False}",NA,"False",NA,"u'average'",NA,NA,NA
"465F9GfxGHEsl83XWVBfkA","Plum Tree","215 E Davis Blvd","Tampa","FL","33606","27.92701"," -82.45325","3.0","  36","1","False","True","True","1","False","True","True","False","'no'","{'garage': False"," 'street': False"," 'validated': False"," 'lot': False"," 'valet': False}","False","False","True","False","False",NA,"'none'","True","'casual'","{'romantic': False"," 'intimate': False"," 'classy': False"," 'hipster': False"," 'divey': False"," 'touristy': False"," 'trendy': False"," 'upscale': False"," 'casual': False}",NA,"False",NA,"u'average'","{'dessert': False"," 'latenight': False"," 'lunch': True"
"il_ITIkJ5ijLjr1k-Tky4A","Ho Wok Chinese Restaurant","1223 Bruce B Downs Blvd","Wesley Chapel","FL","33543","28.17429"," -82.35531","3.5","  59","1","False","True","True","1","False","True","True","False","'no'","{'garage': False"," 'street': False"," 'validated': False"," 'lot': True"," 'valet': False}","False","False","False","True","False",NA,"u'none'","True","u'casual'","{u'divey': None"," u'hipster': None"," u'casual': True"," u'touristy': False"," u'trendy': False"," u'intimate': None"," u'romantic': None"," u'classy': False"," u'upscale': None}",NA,"False",NA,"u'quiet'","None",NA,NA
"AbRnGstMdlo5qJwPcqPCXw","Nara Hibachi","13520 University Plaza St","Tampa","FL","33613","28.07053"," -82.42978","3.5","  20","1","False","True","True","0","False","True","True","False","u'free'","{'garage': False"," 'street': False"," 'validated': False"," 'lot': False"," 'valet': False}","True","False","False","True","True",NA,"u'none'",NA,NA,"{'touristy': False"," 'hipster': False"," 'romantic': False"," 'divey': False"," 'intimate': False"," 'trendy': False"," 'upscale': False"," 'classy': False"," 'casual': False}","False",NA,NA,NA,"{'dessert': False"," 'latenight': False"," 'lunch': False"
"1jyP3LBHtf5Z3MXmg6gZAw","Dragon Phoenix Chinese","9621 Bay Pines Blvd","Saint Petersburg","FL","33708","27.81452"," -82.77269","2.0","  20","1","False","True","False","1","False","True","True","False","False","False","False","False","False","True","False","False","u'none'","True","'casual'","{'romantic': False"," 'intimate': False"," 'touristy': False"," 'hipster': False"," 'divey': False"," 'classy': False"," 'trendy': False"," 'upscale': False"," 'casual': False}",NA,"True",NA,NA,"{'dessert': False"," 'latenight': False"," 'lunch': False"," 'dinner': False"," 'brunch': False"," 'breakfast': False}",NA
"P67p9FFmqKq-ZAwpbrsDIg","China Gate","12919 Walsingham Rd","Largo","FL","33774","27.88149"," -82.81753","3.5","  49","1","False","True","True","2","False","True","True","False","False","None","False","False","False","False","False","False","u'none'","True","u'casual'","{'romantic': False"," 'intimate': False"," 'classy': False"," 'hipster': False"," 'divey': False"," 'touristy': False"," 'trendy': False"," 'upscale': False"," 'casual': False}",NA,"True",NA,"'quiet'",NA,NA,NA,NA,NA,NA,NA
"f0R-71S86W2M8UCYg_n0OA","China Kitchen","268 3rd St S","Saint Petersburg","FL","33701","27.76869"," -82.63579","3.5","  86","1","False","True","True","1","False","True","False","False","'no'","{'garage': None"," 'street': None"," 'validated': False"," 'lot': True"," 'valet': False}","False","False","False","True","False",NA,"'none'","True","'casual'","{'touristy': False"," 'hipster': False"," 'romantic': False"," 'divey': None"," 'intimate': False"," 'trendy': False"," 'upscale': False"," 'classy': False"," 'casual': True}",NA,"False",NA,"u'average'","{'dessert': False"," 'latenight': False"," 'lunch': True"
"qfPCuSPztqeaRUmH6GbszA","Osmay Delivery","9543 E Fowler Ave","Thonotosassa","FL","33592","28.05414"," -82.33356","3.5","  31","1","False","True","False","2","False","True","True","True","u'paid'","{'garage': False"," 'street': False"," 'validated': False"," 'lot': False"," 'valet': False}","False","False","False","False","True",NA,"u'none'","True","u'formal'","{'romantic': False"," 'intimate': False"," 'classy': False"," 'hipster': False"," 'divey': False"," 'touristy': False"," 'trendy': False"," 'upscale': False"," 'casual': False}",NA,NA,NA,"u'very_loud'",NA,NA,NA
"AQ2oJDcBB54fvGwxMiTMqQ","La Casa Mexicana","11226 US Hwy 19","Port Richey","FL","34668","28.32064"," -82.69873","4.0","  64","1","False","True","True","1","False","True","True","True","'free'","{'garage': False"," 'street': False"," 'validated': False"," 'lot': True"," 'valet': False}","False","False","False","True","False","False","u'beer_and_wine'","True","'casual'","{'touristy': None"," 'hipster': False"," 'romantic': False"," 'divey': None"," 'intimate': None"," 'trendy': None"," 'upscale': False"," 'classy': False"," 'casual': None}","True","True",NA,NA,"{'dessert': None"," 'latenight': None"," 'lunch': True"
"Ih5HUiL7YhMuirL9jaRAsw","China Wok","11212 E Dr Mrtn Lthr Kng Jr","Seffner","FL","33584","27.98306"," -82.30927","3.5","  19","1","False","True","True","1","False","True","False","True","u'no'","{'garage': False"," 'street': False"," 'validated': False"," 'lot': False"," 'valet': False}","False","False","False","True","False",NA,"u'none'","True","u'casual'","{'touristy': False"," 'hipster': False"," 'romantic': False"," 'divey': False"," 'intimate': False"," 'trendy': False"," 'upscale': False"," 'classy': False"," 'casual': False}",NA,"True",NA,"u'average'","{'dessert': False"," 'latenight': False"," 'lunch': False"
"R1dJUADiy7t-8CUFWBdQnQ","China One","125 E Bloomingdale Ave","Brandon","FL","33511","27.89287"," -82.28414","3.5","  60","1","False","True","True","1","False","True","True","True","u'no'","{'garage': False"," 'street': False"," 'validated': False"," 'lot': False"," 'valet': False}","False","False","False","True","False",NA,"u'none'","True","u'casual'","{u'divey': None"," u'hipster': False"," u'casual': True"," u'touristy': False"," u'trendy': False"," u'intimate': False"," u'romantic': False"," u'classy': False"," u'upscale': False}",NA,"False",NA,"u'quiet'","{u'breakfast': None"," u'brunch': None"," u'lunch': True"
"K_JuuazFvgiXkTFg61DfdA","Ho Ho Choy","1441 E Fletcher Ave, Ste 125","Tampa","FL","33612","28.06891"," -82.44378","3.5"," 207","1","False","True","True","2","False","True","True","False","u'free'","{'garage': False"," 'street': False"," 'validated': False"," 'lot': True"," 'valet': False}","False","False","False","True","True","False","u'beer_and_wine'","True","u'casual'","{'touristy': False"," 'hipster': False"," 'romantic': False"," 'divey': None"," 'intimate': False"," 'trendy': False"," 'upscale': False"," 'classy': False"," 'casual': True}",NA,"True",NA,"u'quiet'","{'dessert': False"," 'latenight': False"," 'lunch': True"
"f7LOu9rXONOmGE5VgdckKg","Sekushi on the Beach","524 Mandalay Ave","Clearwater Beach","FL","33767","27.98329"," -82.82678","4.5"," 183","1","False","True","False","2","False","True","True","True","u'free'","{'garage': False"," 'street': True"," 'validated': False"," 'lot': False"," 'valet': False}","True","True","True","True","True","False","u'full_bar'","True","u'casual'","{u'divey': None"," u'hipster': True"," u'casual': True"," u'touristy': True"," u'trendy': True"," u'intimate': False"," u'romantic': True"," u'classy': None"," u'upscale': None}","True","True",NA,"u'average'","{'dessert': None"," 'latenight': None"," 'lunch': None"
"UsFIHRX20NkCtxqJuRF6yQ","Top China","9135 Little Rd","New Port Richey","FL","34654","28.29043"," -82.67718","3.5","  20","1","False","True","False","0","False","True","True","False","False","False","False","False","False","False","False","False","False","False","False",NA,NA,"True",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NN67GbhgQioOwA9vN7aHug","Kimbo Oriental Cafe","9612 W Linebaugh Ave","Tampa","FL","33626","28.04322"," -82.59302","1.5","   5","0","False","False","False","0","False","True","False","False","False","False","False","False","False","False","False","False","False","False","False",NA,NA,NA,NA,"u'average'",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"UpvgNvsDWs2-Ys0_vhr6Ew","Happi Wok","13606 University Plz","Tampa","FL","33613","28.07198"," -82.42931","3.5","  20","1","False","True","True","1","False","True","False","False","u'free'","False","False","False","None","True","True","False","False","True","u'casual'","{'romantic': False"," 'intimate': False"," 'classy': False"," 'hipster': False"," 'divey': False"," 'touristy': False"," 'trendy': False"," 'upscale': False"," 'casual': False}",NA,"True",NA,"u'quiet'",NA,NA,NA,NA,NA,NA,NA
"8fIIeyRpL-osIWF8oDGOeA","Panda Express","7000 Us Highway 19 N","Pinellas Park","FL","33781","27.83591"," -82.68216","3.0","  56","1","False","True","True","1","False","True","True","True","'free'","{'garage': False"," 'street': False"," 'validated': False"," 'lot': False"," 'valet': False}","False","False","True","True","False",NA,"u'none'","True","u'casual'","{'romantic': False"," 'intimate': False"," 'classy': False"," 'hipster': False"," 'divey': False"," 'touristy': False"," 'trendy': False"," 'upscale': False"," 'casual': False}",NA,"True","True","u'average'","{'dessert': False"," 'latenight': False"," 'lunch': True"
"H6tPRvGHvm-TdQ40LZE0aw","Dragon Express","2101 E Fletcher Ave","Tampa","FL","33612","28.06885"," -82.43527","4.0","  22","1","False","True","True","1","False","True","False","False","False","{'garage': False"," 'street': False"," 'validated': False"," 'lot': False"," 'valet': False}","False","False","False","True","False",NA,"u'none'","True","u'casual'","{'romantic': False"," 'intimate': False"," 'touristy': False"," 'hipster': False"," 'divey': False"," 'classy': False"," 'trendy': False"," 'upscale': False"," 'casual': False}",NA,"True",NA,"u'average'","{'dessert': False"," 'latenight': False"," 'lunch': True"
"xfUGlo35JN3Vy5h2ezXI_A","City Buffet","790 W Dr Martin Luther King Jr Blvd","Seffner","FL","33584","27.98077"," -82.28823","3.0","  90","1","False","True","True","2","False","True","True","True","u'no'","{'garage': False"," 'street': False"," 'validated': False"," 'lot': False"," 'valet': True}","True","False","False","True","False","False","u'none'","True","'casual'","{'romantic': False"," 'intimate': False"," 'classy': False"," 'hipster': False"," 'divey': False"," 'touristy': False"," 'trendy': False"," 'upscale': False"," 'casual': True}","True","True",NA,"'average'","{'dessert': False"," 'latenight': False"," 'lunch': True"
"Ly0V_vQ3v6UeWl2xRs9D8w","Booming Express","5012 US19 N","New Port Richey","FL","34652","28.23219"," -82.72995","2.5","  30","1","False","True","True","2","False","True","True","False","u'no'","{'garage': False"," 'street': False"," 'validated': False"," 'lot': True"," 'valet': False}","True","False","False","False","False","False","u'none'","True","u'casual'","{'romantic': False"," 'intimate': False"," 'touristy': False"," 'hipster': False"," 'divey': False"," 'classy': False"," 'trendy': False"," 'upscale': False"," 'casual': False}","False","True",NA,"u'quiet'","{'dessert': False"," 'latenight': False"," 'lunch': True"
"9D9J6zNTg_ccXXWXNmKKTA","Hung Wah","7063 W Waters Ave","Tampa","FL","33634","28.02871"," -82.55950","3.5","   7","1","False","True","True","2","False","None","True","True","u'free'","False","False","False","None","False","True","False","u'none'","True","u'casual'","{'touristy': False"," 'hipster': False"," 'romantic': False"," 'divey': False"," 'intimate': False"," 'trendy': False"," 'upscale': False"," 'classy': False"," 'casual': False}",NA,"True",NA,"u'quiet'",NA,NA,NA,NA,NA,NA,NA
"71pgpwr8zWK17e0ymMrpsQ","Asian Pearl","2551 Drew St","Clearwater","FL","33765","27.96695"," -82.73157","4.0"," 321","1","False","True","False","2","False","True","True","False","u'no'","{'garage': False"," 'street': False"," 'validated': False"," 'lot': True"," 'valet': False}","True","False","None","False","True","False","u'beer_and_wine'","True","'casual'","{'romantic': False"," 'intimate': False"," 'classy': False"," 'hipster': False"," 'divey': False"," 'touristy': False"," 'trendy': False"," 'upscale': False"," 'casual': True}","True","True",NA,"'average'","{'dessert': False"," 'latenight': True"," 'lunch': True"
"A441iKe3GyPwzpVp1SyjyA","China 1","2014 34th St N","Saint Petersburg","FL","33713","27.79076"," -82.68051","3.0","  19","1","False","True","False","2","False","True","True","False","False","{'garage': False"," 'street': False"," 'validated': False"," 'lot': False"," 'valet': False}","False","False","False","True","False",NA,NA,"True",NA,"{'romantic': False"," 'intimate': False"," 'classy': False"," 'hipster': False"," 'divey': False"," 'touristy': False"," 'trendy': False"," 'upscale': False"," 'casual': False}",NA,NA,NA,"'very_loud'","{'dessert': False"," 'latenight': False"," 'lunch': False"
"84DTDJt8K-wiTC0brEl2bg","Pei Wei","1345 4th St N","Saint Petersburg","FL","33701","27.78571"," -82.63851","3.5","  38","0","False","True","True","2","False","True","False","True","'free'","{'garage': False"," 'street': False"," 'validated': False"," 'lot': True"," 'valet': False}","False","False","True","False","False",NA,"'none'","True","'casual'","{'romantic': False"," 'intimate': False"," 'classy': False"," 'hipster': False"," 'divey': False"," 'touristy': False"," 'trendy': False"," 'upscale': False"," 'casual': True}","False","True",NA,"u'average'","{'dessert': False"," 'latenight': False"," 'lunch': True"
"v0NkHPkK5yvEQu2HHuBZ9Q","China Fun","11365 Big Bend Rd","Riverview","FL","33569","27.79146"," -82.31659","2.5","  30","1","False","True","True","2","False","True","True","True","'free'","{'garage': False"," 'street': False"," 'validated': False"," 'lot': False"," 'valet': False}","False","False","False","True","False",NA,"u'none'","True","u'casual'","{'touristy': False"," 'hipster': False"," 'romantic': False"," 'divey': False"," 'intimate': False"," 'trendy': False"," 'upscale': False"," 'classy': False"," 'casual': False}",NA,"True",NA,"'average'","{'dessert': False"," 'latenight': False"," 'lunch': True"
"Hx1AFmMSl9GvCkB0WIgOGA","China One","8747 Temple Terrace Hwy","Tampa","FL","33637","28.03077"," -82.35543","2.5","  19","1","False","True","False","1","False","True","True","False","'free'","{'garage': False"," 'street': False"," 'validated': False"," 'lot': False"," 'valet': False}","False","False","False","True","False",NA,"u'none'","True","u'casual'","{'romantic': False"," 'intimate': False"," 'touristy': False"," 'hipster': False"," 'divey': False"," 'classy': False"," 'trendy': False"," 'upscale': False"," 'casual': False}",NA,"False",NA,"u'average'",NA,NA,NA
"LLpaJ-ugo-or9ZQpFDETWw","China Star Restaurant","6925 US Highway 301 S","Riverview","FL","33569","27.88050"," -82.32783","2.5","  33","1","False","True","False","2","False","True","False","False","u'no'","{'garage': False"," 'street': False"," 'validated': False"," 'lot': True"," 'valet': False}","False","False","False","True","False",NA,"u'none'","True","u'casual'","None",NA,"False",NA,"u'average'",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"00p_pZP6l7HQen1Yw7alkA","Hong Kong Restaurant","7026 W Waters Ave","Tampa","FL","33634","28.02493"," -82.56024","3.5","  15","1","False","True","True","1","False","True","True","True","'no'","None","False","False","False","True","False","False","'none'","True","'casual'","None","True","False",NA,"u'average'","None",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"MoXndfg2M5KGRz0sm57lXg","Hot Sake Sushi & Asian","432 Poinsettia Ave, Ste 2","Clearwater","FL","33767","27.97970"," -82.82664","4.5"," 107","1","False","True","True","2","False","True","True","True","u'free'","{'garage': False"," 'street': True"," 'validated': False"," 'lot': False"," 'valet': False}","False","False","True","True","False","True","u'beer_and_wine'","True","u'casual'","{'touristy': None"," 'hipster': None"," 'romantic': True"," 'divey': None"," 'intimate': True"," 'trendy': None"," 'upscale': None"," 'classy': True"," 'casual': True}","True","True",NA,"u'average'","{'dessert': None"," 'latenight': None"," 'lunch': None"
"KQctPnwwX0YRbrc7CCdOLg","Golden Inn Chinese Restaurant","23042 State Rd 54","Lutz","FL","33549","28.18438"," -82.43503","4.0"," 163","0","False","True","False","2","False","True","False","True","'no'","{'garage': False"," 'street': False"," 'validated': False"," 'lot': True"," 'valet': False}","False","False","False","True","True",NA,"'beer_and_wine'","True","u'casual'","{'touristy': False"," 'hipster': False"," 'romantic': False"," 'divey': False"," 'intimate': None"," 'trendy': False"," 'upscale': False"," 'classy': False"," 'casual': True}",NA,"True",NA,"u'average'","{'dessert': None"," 'latenight': False"," 'lunch': True"
"LN5oF2MLJp9yg7L7cgs2oQ","Hong Kong","2525 Pasadena Ave S, Ste K","South Pasadena","FL","33707","27.75118"," -82.74313","3.5","  19","1","False","True","False","0","False","True","True","False","False","None","False","False","False","False","False","False","u'none'","False","False","{'touristy': False"," 'hipster': False"," 'romantic': False"," 'divey': False"," 'intimate': False"," 'trendy': False"," 'upscale': False"," 'classy': False"," 'casual': False}",NA,NA,NA,"u'average'",NA,"False",NA,NA,NA,NA,NA
"kc8vRZ1N3YgtheOdA44DoQ","Tian Tian Chinese Restaurant","6614 Ridge Rd","Port Richey","FL","34668","28.27920"," -82.70521","3.5","  26","1","False","True","False","1","False","True","True","False","u'no'","{'garage': False"," 'street': False"," 'validated': False"," 'lot': True"," 'valet': False}","False","False","False","True","False",NA,"u'none'","True","u'casual'","{'romantic': False"," 'intimate': False"," 'classy': False"," 'hipster': False"," 'divey': False"," 'touristy': False"," 'trendy': False"," 'upscale': False"," 'casual': True}",NA,"False",NA,"u'quiet'","{'dessert': False"," 'latenight': False"," 'lunch': False"
"zQVAO6s0zeUk44UzTcJj_g","VN Pho","8309 W Hillsborough Ave","Tampa","FL","33615","27.99723"," -82.57609","4.0","  53","0","False","True","True","2","False","True","False","False","'no'","{'garage': False"," 'street': False"," 'validated': False"," 'lot': True"," 'valet': False}","True","False","False","False","True","False","u'beer_and_wine'","True","'casual'","{'touristy': False"," 'hipster': False"," 'romantic': False"," 'divey': False"," 'intimate': False"," 'trendy': False"," 'upscale': False"," 'classy': False"," 'casual': True}","True","True",NA,"u'quiet'","{'dessert': False"," 'latenight': False"," 'lunch': True"
"RCrPiI7kcz3VkvdqngWU9g","Omakase Asian Cuisine","13149 S US Hwy 301","Riverview","FL","33579","27.79381"," -82.33584","4.0","  46","1","False","True","False","0","False","True","True","True","u'free'","{'garage': False"," 'street': False"," 'validated': False"," 'lot': True"," 'valet': False}","True","False","False","False","False","False","u'beer_and_wine'",NA,"u'casual'","{'touristy': False"," 'hipster': False"," 'romantic': False"," 'divey': False"," 'intimate': False"," 'trendy': False"," 'upscale': False"," 'classy': False"," 'casual': False}","True",NA,NA,NA,"{'dessert': False"," 'latenight': False"," 'lunch': False"
"gjErgI0NNYuiVaRf7hOOjQ","Wok-N-Roll of Clearwater","2519 N McMullen Booth Rd, Ste 206","Clearwater","FL","33761","28.01316"," -82.70764","3.5","  34","1","False","True","True","2","False","True","True","True","'no'","{u'valet': False"," u'garage': None"," u'street': None"," u'lot': True"," u'validated': None}","False","False","False","True","False",NA,"u'none'","True","u'casual'","{'touristy': False"," 'hipster': False"," 'romantic': False"," 'divey': False"," 'intimate': False"," 'trendy': False"," 'upscale': False"," 'classy': False"," 'casual': False}",NA,"False",NA,"u'quiet'","{'dessert': False"," 'latenight': False"," 'lunch': False"
"RKbwQkyPVVW3i9T8DynzYA","China Pearl Super Buffet","8935 N Dale Mabry Hwy","Tampa","FL","33614","28.03220"," -82.50368","1.5","  15","0","False","True","False","1","False","True","False","False","u'no'","{'garage': False"," 'street': False"," 'validated': False"," 'lot': True"," 'valet': False}","False","False","False","False","False",NA,"u'beer_and_wine'","True","u'casual'","{'romantic': False"," 'intimate': False"," 'touristy': False"," 'hipster': False"," 'divey': False"," 'classy': False"," 'trendy': False"," 'upscale': False"," 'casual': False}",NA,"True",NA,"u'quiet'",NA,NA,NA
"9tmPbiNe3gntWrjmfJo4Bw","Asian Kitchen","1997 E State Rd 60","Valrico","FL","33594","27.93777"," -82.25310","4.0","  74","1","False","True","True","1","False","True","False","False","'no'","{u'valet': False"," u'garage': False"," u'street': None"," u'lot': None"," u'validated': False}","False","False","False","True","False",NA,"'none'","True","u'casual'","{u'divey': None"," u'hipster': False"," u'casual': True"," u'touristy': False"," u'trendy': False"," u'intimate': False"," u'romantic': False"," u'classy': False"," u'upscale': False}",NA,"True",NA,"u'quiet'","{'dessert': None"," 'latenight': None"," 'lunch': None"
"Pga8KxT1OlQJA7FWwSTHjA","New China","7013 N Himes Ave","Tampa","FL","33614","28.01330"," -82.50036","4.0","  31","1","False","True","False","1","False","True","True","True","u'no'","{'garage': False"," 'street': False"," 'validated': False"," 'lot': False"," 'valet': False}","False","False","False","False","False",NA,"u'none'","True","'casual'","{'romantic': False"," 'intimate': False"," 'classy': False"," 'hipster': False"," 'divey': False"," 'touristy': False"," 'trendy': False"," 'upscale': False"," 'casual': False}","False","False",NA,"'very_loud'","{'dessert': False"," 'latenight': False"," 'lunch': False"
"IPXIR7DS-9gxbEYSJfysHQ","Win Win Asian Kitchen","812 Providence Rd","Brandon","FL","33511","27.92575"," -82.31649","4.0"," 107","1","False","True","False","2","False","True","False","True","u'free'","{u'valet': False"," u'garage': False"," u'street': None"," u'lot': True"," u'validated': None}","True","False","False","False","False","False","u'none'",NA,NA,"{'touristy': False"," 'hipster': None"," 'romantic': False"," 'divey': False"," 'intimate': False"," 'trendy': None"," 'upscale': False"," 'classy': None"," 'casual': True}","False","True","True","u'average'","{u'breakfast': None"," u'brunch': None"," u'lunch': True"
"ihL_QVjG98BdPtD6_bVuuQ","Gengiz Khan Mediterranean Grill","3114 W Bay To Bay Blvd","Tampa","FL","33629","27.91947"," -82.49478","3.5"," 190","1","False","True","True","2","False","True","True","True","u'no'","{'garage': False"," 'street': False"," 'validated': False"," 'lot': True"," 'valet': False}","False","False","True","True","True",NA,"u'full_bar'","True","u'casual'","{u'divey': False"," u'hipster': False"," u'casual': True"," u'touristy': False"," u'trendy': False"," u'intimate': True"," u'romantic': None"," u'classy': False"," u'upscale': False}",NA,"True",NA,"u'average'","{'dessert': None"," 'latenight': False"," 'lunch': True"
"7eaUWey6cCuiqWBgvD8Y4Q","China Wok","5055 34th St S","Saint Petersburg","FL","33711","27.72167"," -82.68076","3.5","  77","1","False","True","True","1","False","True","False","False","u'no'","{u'valet': False"," u'garage': False"," u'street': False"," u'lot': None"," u'validated': False}","False","False","False","True","False",NA,"u'none'","True","u'casual'","{'romantic': False"," 'intimate': False"," 'classy': False"," 'hipster': False"," 'divey': False"," 'touristy': False"," 'trendy': False"," 'upscale': False"," 'casual': True}","False","True",NA,"'quiet'","{'dessert': False"," 'latenight': False"," 'lunch': True"
"Ton8Lyh467Xz8N47qgbr5g","China One","3665 E Bay Dr","Largo","FL","33771","27.91538"," -82.74766","3.5","  52","1","False","True","True","1","False","True","False","True","'no'","{'garage': False"," 'street': False"," 'validated': False"," 'lot': False"," 'valet': False}","False","False","False","True","False",NA,"'none'","True","u'casual'","{'touristy': False"," 'hipster': False"," 'romantic': False"," 'divey': False"," 'intimate': False"," 'trendy': False"," 'upscale': False"," 'classy': False"," 'casual': False}","False","False",NA,NA,"{'dessert': False"," 'latenight': None"," 'lunch': None"
"dvRjnk0meSpjZZC-n74MqA","China One of Pinellas Park","7675 49th St N","Pinellas Park","FL","33781","27.84155"," -82.69912","2.5","  12","1","False","True","True","2","False","True","False","False","False","{'garage': False"," 'street': False"," 'validated': False"," 'lot': False"," 'valet': False}","False","False","False","False","False",NA,NA,"True","'casual'","{'touristy': False"," 'hipster': False"," 'romantic': False"," 'divey': False"," 'intimate': False"," 'trendy': False"," 'upscale': False"," 'classy': False"," 'casual': False}",NA,"True",NA,"'average'","{'dessert': False"," 'latenight': False"," 'lunch': False"
"g0zQcaECU-GMJG_3Otu9lQ","Wok N Roll","1112 94th Ave N","St Petersburg","FL","33702","27.85682"," -82.64909","3.0","  53","1","False","True","True","1","False","True","True","False","u'no'","{'garage': False"," 'street': False"," 'validated': False"," 'lot': True"," 'valet': False}","False","False","False","True","False",NA,"u'none'","True","u'casual'","{u'divey': None"," u'hipster': False"," u'casual': None"," u'touristy': False"," u'trendy': False"," u'intimate': False"," u'romantic': False"," u'classy': False"," u'upscale': False}",NA,"False",NA,"u'average'","{'dessert': False"," 'latenight': False"," 'lunch': True"
"5BnZSZHAUMFgR3wDgVxd9A","China house","2898 Alt 19","Palm Harbor","FL","34683","28.09476"," -82.77188","3.0","  19","1","False","True","False","1","False","True","True","False","'no'","{'garage': False"," 'street': False"," 'validated': False"," 'lot': False"," 'valet': False}","False","False","False","True","False",NA,"'none'","False","'casual'","{'romantic': False"," 'intimate': False"," 'classy': False"," 'hipster': False"," 'divey': False"," 'touristy': False"," 'trendy': False"," 'upscale': False"," 'casual': False}",NA,"False",NA,"'average'",NA,NA,NA
"JRAtNWmXBBuEwA1a35dWcg","Mini Restaurant","1740 4th St S","Saint Petersburg","FL","33701","27.75287"," -82.63804","4.0","   7","1","False","False","True","0","False","True","False","False","u'no'","{'garage': False"," 'street': True"," 'validated': False"," 'lot': True"," 'valet': False}","True","False","False","False","False","True","u'none'","False",NA,"{'touristy': False"," 'hipster': False"," 'romantic': False"," 'divey': False"," 'intimate': False"," 'trendy': False"," 'upscale': False"," 'classy': False"," 'casual': False}","False","False",NA,NA,NA,"False",NA
"7AwUlf9kw5gwSkrWyDX1zQ","Hibachi Buffet","7610 49th St N","Pinellas Park","FL","33781","27.84104"," -82.70142","2.5","  58","1","False","True","False","2","False","True","None","False","u'no'","{'garage': False"," 'street': False"," 'validated': False"," 'lot': True"," 'valet': False}","False","False","False","True","False",NA,"u'beer_and_wine'","True","'casual'","{'romantic': False"," 'intimate': False"," 'classy': False"," 'hipster': False"," 'divey': False"," 'touristy': False"," 'trendy': False"," 'upscale': False"," 'casual': True}",NA,"True",NA,"u'average'","{'dessert': False"," 'latenight': False"," 'lunch': True"
